day_position,rankic_F,rankic_E,rankic_H,F_minus_E,E_minus_H,F_minus_H,year,phase,n
3230,0.12562465080583918,0.07754533030972986,0.12131105759839185,0.048079320496109315,-0.04376572728866199,0.004313593207447328,2020,1,3264
3235,0.20835869344694663,0.1698564641616859,0.19165606079567768,0.03850222928526073,-0.02179959663399178,0.01670263265126895,2020,2,3286
3240,0.23761962207333506,0.2261530107174718,0.2317007156255341,0.011466611355863271,-0.005547704908062306,0.0059189064478009645,2020,3,3259
3245,0.24926337285750025,0.23828127415777425,0.24682256144040263,0.010982098699725995,-0.008541287282628374,0.0024408114170976214,2020,0,3278
3250,0.23115356736327333,0.22100408335905355,0.22592463340350918,0.010149484004219778,-0.004920550044455629,0.005228933959764148,2020,1,3277
3255,0.22416966732807903,0.21131561399192883,0.21866878546134927,0.012854053336150195,-0.007353171469420439,0.0055008818667297565,2020,2,3292
3260,0.2513073044056291,0.25691821232491596,0.26535187210465444,-0.005610907919286867,-0.008433659779738478,-0.014044567699025345,2020,3,3266
3265,0.1528327456490234,0.14316034469627045,0.15209829436344524,0.009672400952752958,-0.008937949667174788,0.0007344512855781693,2020,0,3285
3270,0.134963259030877,0.1137416885440785,0.11353107429780493,0.0212215704867985,0.00021061424627356884,0.02143218473307207,2020,1,3279
3275,0.139090579109062,0.10213440104528591,0.07144010107508197,0.03695617806377609,0.03069429997020394,0.06765047803398003,2020,2,3296
3280,0.2304318742743178,0.1974371347750447,0.18135538581561086,0.03299473949927309,0.016081748959433845,0.049076488458706935,2020,3,3271
3285,0.22028367909998672,0.21688444762150239,0.20398579008154968,0.003399231478484338,0.012898657539952701,0.01629788901843704,2020,0,3291
3290,0.24610058109072305,0.22737681071823718,0.20341383745965563,0.018723770372485876,0.023962973258581544,0.04268674363106742,2020,1,3284
3295,0.10909582154359156,0.09795303711445599,0.06310075453448341,0.011142784429135563,0.03485228257997258,0.045995067009108145,2020,2,3304
3300,0.3064105273917802,0.26535491035967557,0.2366035191828471,0.04105561703210464,0.028751391176828456,0.0698070082089331,2020,3,3284
3305,0.4426308729354671,0.43844599990872707,0.4278321146138425,0.0041848730267400325,0.01061388529488455,0.014798758321624583,2020,0,3300
3310,0.3657007363029267,0.3401703221183842,0.30952930834257825,0.025530414184542494,0.03064101377580597,0.05617142796034846,2020,1,3290
3315,0.25549621384670396,0.2278919173619632,0.2276690578095271,0.027604296484740748,0.00022285955243611655,0.027827156037176864,2020,2,3309
3320,0.18639580470740824,0.15419344797530574,0.15919752878291055,0.032202356732102505,-0.0050040808076048104,0.027198275924497695,2020,3,3295
3325,0.04204458140713297,0.010326600297745916,0.04007820711429766,0.031717981109387054,-0.029751606816551743,0.0019663742928353115,2020,0,3308
3330,0.1327638365009175,0.11862746206540409,0.1519004066066803,0.01413637443551341,-0.03327294454127622,-0.019136570105762807,2020,1,3299
3335,0.14885989838101737,0.12718511177969724,0.13018851765822637,0.021674786601320134,-0.003003405878529125,0.01867138072279101,2020,2,3320
3340,0.15244941912071885,0.13655547760376946,0.13547103782574513,0.015893941516949395,0.001084439778024332,0.016978381294973727,2020,3,3311
3345,0.30926990059009357,0.3070149913494916,0.30310801207018945,0.0022549092406019544,0.00390697927930217,0.006161888519904124,2020,0,3319
3350,0.17516200593115555,0.1721861075515097,0.16195067090103707,0.002975898379645847,0.010235436650472635,0.013211335030118482,2020,1,3340
3355,0.20831086850454678,0.19899137464955358,0.2024946969977919,0.0093194938549932,-0.0035033223482383302,0.005816171506754869,2020,2,3357
3360,0.27486807272852265,0.2675256221718812,0.2662902591756159,0.0073424505566414555,0.00123536299626531,0.008577813552906766,2020,3,3351
3365,0.23905280458335398,0.2356791019881828,0.2562746375694221,0.0033737025951711963,-0.020595535581239305,-0.01722183298606811,2020,0,3360
3370,0.09015849167553491,0.06459234809333338,0.07473280439365997,0.025566143582201536,-0.010140456300326589,0.015425687281874947,2020,1,3353
3375,0.05467453545173433,0.03751118267053543,0.029239254296515218,0.017163352781198897,0.008271928374020212,0.02543528115521911,2020,2,3374
3380,0.0658214616075254,0.04604287708108973,0.05540812894619705,0.019778584526435675,-0.009365251865107324,0.01041333266132835,2020,3,3360
3385,-0.06632857897702345,-0.0695027742474981,-0.07600753397988379,0.0031741952704746473,0.006504759732385693,0.00967895500286034,2020,0,3371
