clock,seed,F_minus_E,E_minus_H,F_minus_H
1430,11,0.002654669813693674,0.0013671541733183978,0.004021823987012073
1430,29,0.025513597979521685,0.0060153877234831775,0.031528985703004865
1430,47,0.0017970205112178381,0.011954174108256534,0.013751194619474367
