day_position,year,phase,n,rankic_F,rankic_STATE_VALUE_PLUS_E,rankic_E,rankic_BETA_RELIABILITY,rankic_BETA_ONLY,rankic_H,decile_F,decile_STATE_VALUE_PLUS_E,decile_E,decile_BETA_RELIABILITY,decile_BETA_ONLY,decile_H,top30_F,top30_STATE_VALUE_PLUS_E,top30_E,top30_BETA_RELIABILITY,top30_BETA_ONLY,top30_H,STATE_VALUE_PLUS_E_minus_E,decile_STATE_VALUE_PLUS_E_minus_E,top30_STATE_VALUE_PLUS_E_minus_E,F_minus_STATE_VALUE_PLUS_E,decile_F_minus_STATE_VALUE_PLUS_E,top30_F_minus_STATE_VALUE_PLUS_E,BETA_ONLY_minus_H,decile_BETA_ONLY_minus_H,top30_BETA_ONLY_minus_H,BETA_RELIABILITY_minus_BETA_ONLY,decile_BETA_RELIABILITY_minus_BETA_ONLY,top30_BETA_RELIABILITY_minus_BETA_ONLY,E_minus_BETA_RELIABILITY,decile_E_minus_BETA_RELIABILITY,top30_E_minus_BETA_RELIABILITY,F_minus_E,decile_F_minus_E,top30_F_minus_E,E_minus_H,decile_E_minus_H,top30_E_minus_H,F_minus_H,decile_F_minus_H,top30_F_minus_H
2680,2018,3,1850,0.1419219442378232,0.13991821690456266,0.14179524156423942,0.13694756197827382,0.132355487707761,0.11802647193239858,0.049874780369557545,0.06206498401132538,0.03986944634675023,0.050922311395658434,0.057343070588005404,0.04616125214536599,-0.004016917918327366,0.008210801940892722,0.014577792558136295,0.007694053894778302,0.0007915294985444202,0.006639393010037228,-0.0018770246596767626,0.022195537664575153,-0.006366990617243573,0.002003727333260541,-0.012190203641767837,-0.012227719859220087,0.014329015775362428,0.011181818442639414,-0.005847863511492808,0.004592074270512808,-0.00642075919234697,0.006902524396233882,0.004847679585965603,-0.011052865048908206,0.006883738663357993,0.0001267026735837784,0.010005334022807316,-0.01859471047646366,0.02376876963184084,-0.006291805798615761,0.007938399548099067,0.023895472305424617,0.003713528224191555,-0.010656310928364594
2685,2018,0,1853,0.2225019702804645,0.1626724440322722,0.2504625069255903,0.2545692702003168,0.28287197655503826,0.1852775607507294,0.10731252887368051,0.0929165608561881,0.12217702464313825,0.1122321423287881,0.1416809176818493,0.10810696192595454,0.06403082478017624,0.05289951835295574,0.020541123603493135,0.006220014447679283,0.032869729578207094,0.044461994113733534,-0.08779006289331809,-0.029260463786950144,0.0323583947494626,0.059829526248192294,0.014395968017492405,0.011131306427220503,0.09759441580430886,0.03357395575589475,-0.01159226453552644,-0.028302706354721485,-0.029448775353061188,-0.02664971513052781,-0.004106763274726477,0.009944882314350145,0.014321109155813853,-0.027960536645125794,-0.014864495769457739,0.043489701176683104,0.0651849461748609,0.01407006271718371,-0.0239208705102404,0.0372244095297351,-0.0007944330522740295,0.01956883066644271
2690,2018,1,1890,0.18033544149366915,0.15254755003432457,0.2008151018337583,0.19819907769685854,0.21323267014591124,0.15300802220864107,0.07822439830060975,0.06842751527022171,0.08048700236560771,0.08042840123507342,0.08610448846113247,0.06518604959128617,0.046149653042120146,0.03906740923512718,0.029250403711957147,0.0326347236376379,0.05260709303842227,0.05849891631033262,-0.04826755179943373,-0.012059487095385998,0.009817005523170032,0.02778789145934457,0.009796883030388032,0.0070822438069929675,0.06022464793727017,0.020918438869846304,-0.005891823271910346,-0.015033592449052696,-0.005676087226059057,-0.019972369400784375,0.002616024136899764,5.860113053429705e-05,-0.003384319925680751,-0.020479660340089162,-0.0022626040649979667,0.016899249330163,0.04780707962511724,0.015300952774321544,-0.02924851259837547,0.027327419285028076,0.013038348709323577,-0.012349263268212472
2695,2018,2,1896,0.24761632875580727,0.09341067940422516,0.24422192438240015,0.24437316164365327,0.25502770208283054,0.22440144411101173,0.07895291486657077,0.018246634322663314,0.07728616915173242,0.07070385441972465,0.08359056798492992,0.07589262799746677,0.059030851997140955,0.009716593574904064,0.05080204427926879,0.05005755445052327,0.05471513540237289,0.06777160462210964,-0.150811244978175,-0.05903953482906911,-0.04108545070436473,0.1542056493515821,0.06070628054390746,0.04931425842223689,0.03062625797181881,0.007697939987463154,-0.01305646921973675,-0.010654540439177268,-0.012886713565205266,-0.004657580951849621,-0.00015123726125312875,0.006582314732007766,0.0007444898287455246,0.0033944043734071283,0.0016667457148383524,0.008228807717872162,0.019820480271388413,0.001393541154265654,-0.016969560342840848,0.02321488464479554,0.0030602868691040064,-0.008740752624968685
2700,2018,3,1890,0.28785202595719517,0.2947080164302154,0.2795623227677792,0.25675931847406935,0.27184195817683665,0.2936437564666993,0.0942194868767589,0.09789958924902653,0.08883884902232758,0.08899076477708093,0.08758683720240634,0.1019439455332335,0.04716622093426166,0.058445372476373894,0.05440900004202603,0.08732472584937491,0.045779795026227615,0.07305445366583246,0.015145693662436177,0.009060740226698949,0.004036372434347867,-0.006855990473020213,-0.003680102372267624,-0.011279151542112231,-0.021801798289862673,-0.01435710833082715,-0.02727465863960485,-0.015082639702767298,0.001403927574674585,0.041544930823147294,0.02280300429370985,-0.00015191575475334562,-0.03291572580734888,0.008289703189415965,0.005380637854431325,-0.007242779107764365,-0.01408143369892012,-0.013105096510905911,-0.018645453623806436,-0.005791730509504156,-0.0077244586564745865,-0.0258882327315708
2705,2018,0,1902,0.21727805524251703,0.21931910479329417,0.1998613853599821,0.18262845784016793,0.20826778888745207,0.2508632678850509,0.06261067039327156,0.06897011397002069,0.05826035124360045,0.05854273162120463,0.0646232622540801,0.06552865141573803,0.039583279329775414,0.01544376240495705,0.033311226604619264,0.034030190511409084,0.029266285599011812,0.038321330287296215,0.019457719433312065,0.010709762726420241,-0.017867464199662213,-0.0020410495507771353,-0.006359443576749127,0.024139516924818364,-0.04259547899759886,-0.0009053891616579296,-0.009055044688284403,-0.025639331047284136,-0.006080530632875475,0.004763904912397272,0.017232927519814173,-0.0002823803776041828,-0.0007189639067898199,0.01741666988253493,0.004350319149671114,0.006272052725156151,-0.05100188252506882,-0.007268300172137587,-0.0050101036826769516,-0.03358521264253389,-0.002917981022466473,0.001261949042479199
2710,2018,1,1931,0.23818074102148856,0.1406295907352231,0.18451236600067833,0.19233016926462887,0.21870118927413262,0.12514211410050033,0.09891702835339514,0.059370912381669826,0.05686701245128221,0.05492477258968945,0.07329335240972919,0.02323504294922643,0.08462972084277587,0.010386223556939191,0.04946634454481892,0.03607454481674326,0.04165106188490334,0.0008383221550220513,-0.043882775265455226,0.002503899930387618,-0.03908012098787973,0.09755115028626546,0.03954611597172531,0.07424349728583668,0.0935590751736323,0.050058309460502756,0.04081273972988129,-0.026371020009503754,-0.01836857982003974,-0.005576517068160078,-0.00781780326395054,0.0019422398615927608,0.013391799728075658,0.05366837502081023,0.04205001590211293,0.03516337629795695,0.059370251900178,0.03363196950205578,0.04862802238979687,0.11303862692098823,0.0756819854041687,0.08379139868775382
2715,2018,2,1952,0.2623942559254644,0.19528395330981993,0.16960531296784406,0.17458702070950574,0.2022769816898904,0.11730069508407988,0.10801141354067323,0.09306452428647437,0.06625944080670029,0.05774568688984101,0.0713343072845302,0.03421083173433987,0.12493604347560584,0.04033386625877922,0.04106082953963459,0.010986368812782369,0.023589278451639217,0.013199847071903748,0.025678640341975867,0.026805083479774075,-0.0007269632808553639,0.06711030261564446,0.014946889254198861,0.08460217721682661,0.08497628660581051,0.037123475550190334,0.01038943137973547,-0.027689960980384648,-0.013588620394689194,-0.012602909638856848,-0.004981707741661678,0.008513753916859282,0.030074460726852218,0.09278894295762033,0.041751972733972936,0.08387521393597125,0.052304617883764185,0.03204860907236042,0.02786098246773084,0.14509356084138453,0.07380058180633337,0.1117361964037021
2720,2018,3,1945,0.028074590382557652,-0.04704239105801481,-0.0661064093216528,-0.03173097568751825,-0.02800092973322,-0.16902896019710792,0.003824863914531438,-0.020057206540038175,-0.04468010877666501,-0.04210877052051006,-0.03383476845171159,-0.08676931494818108,0.01811870467520163,-0.014833575380704529,-0.06042195211804008,-0.05047969140751754,-0.008400212998376237,-0.12491867114808256,0.019064018263637995,0.024622902236626838,0.045588376737335554,0.07511698144057247,0.023882070454569613,0.032952280055906155,0.14102803046388793,0.05293454649646948,0.11651845814970632,-0.003730045954298253,-0.00827400206879847,-0.04207947840914131,-0.034375433634134554,-0.002571338256154951,-0.009942260710522538,0.09418099970421046,0.048504972691196455,0.07854065679324171,0.10292255087545511,0.04208920617151606,0.06449671903004248,0.19710355057966558,0.09059417886271251,0.14303737582328419
2725,2018,0,1945,0.07716206379159311,0.03023704588629426,0.054072351780655115,0.07535329232845182,0.09335264982800436,-0.03495690736756496,0.015667938816974484,-0.0002595489457460111,-0.008737641989082664,0.012420327120211011,0.025848721813717838,-0.035739792606082774,0.03376098907370782,-0.011032270216649607,-0.024993364399876032,-0.016361170273230308,-0.0023776261868137475,-0.0309075561773835,-0.023835305894360854,0.008478093043336653,0.013961094183226426,0.04692501790529885,0.015927487762720495,0.04479325929035743,0.1283095571955693,0.06158851441980061,0.028529929990569754,-0.017999357499552532,-0.013428394693506826,-0.01398354408641656,-0.02128094054779671,-0.021157969109293677,-0.008632194126645724,0.023089712010938,0.024405580806057148,0.058754353473583855,0.08902925914822007,0.02700215061700011,0.005914191777507467,0.11211897115915807,0.051407731423057254,0.06466854525109132
