日期,指数代码,指数中文全称,指数中文简称,指数英文全称,指数英文简称,开盘,最高,最低,收盘,涨跌,涨跌幅,成交量,成交金额,样本数量,滚动市盈率
2009-01-01,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,1868.01,1907.53,1863.72,1907.53,,3.77,9516143630.0,680.71,,
2009-01-05,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,1868.01,1907.53,1863.72,1907.53,,3.77,9516143630.0,680.71,,
2009-01-06,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,1904.88,1972.4,1904.88,1968.61,,3.2,14012530177.0,1014.97,,
2009-01-07,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,1968.45,1982.78,1961.5,1963.84,,-0.24,13022603941.0,937.2,,
2009-01-08,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,1928.24,1936.15,1908.99,1919.18,,-2.27,11307876376.0,839.12,,
2009-01-09,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,1917.61,1958.12,1917.61,1957.02,,1.97,10491933385.0,785.22,,
2009-01-12,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,1951.69,1992.31,1951.66,1966.55,,0.49,12317275894.0,914.59,,
2009-01-13,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,1941.02,1952.86,1918.6,1918.6,,-2.44,10905894812.0,770.59,,
2009-01-14,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,1915.47,1997.04,1915.47,1997.04,,4.09,12514083619.0,940.45,,
2009-01-15,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,1978.45,2024.57,1978.45,2002.73,,0.29,16588161834.0,1215.57,,
2009-01-16,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2012.81,2062.33,2012.81,2030.83,,1.4,18712356512.0,1425.52,,
2009-01-19,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2048.6,2075.9,2028.07,2045.51,,0.72,15044919778.0,1143.64,,
2009-01-20,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2040.34,2060.92,2022.34,2060.92,,0.75,10773540155.0,811.45,,
2009-01-21,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2031.44,2080.42,2031.44,2057.99,,-0.14,12852572959.0,1016.82,,
2009-01-22,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2070.9,2086.2,2055.67,2084.62,,1.29,12895985330.0,987.99,,
2009-01-23,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2080.26,2091.98,2068.43,2071.7,,-0.62,12283360538.0,919.34,,
2009-02-02,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2091.11,2108.37,2074.22,2108.37,,1.77,12372063410.0,916.28,,
2009-02-03,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2108.33,2162.5,2108.33,2162.5,,2.57,19260487400.0,1417.11,,
2009-02-04,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2172.2,2216.76,2172.2,2216.76,,2.51,21588252191.0,1608.2,,
2009-02-05,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2214.86,2249.07,2187.42,2195.74,,-0.95,23785989998.0,1827.75,,
2009-02-06,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2202.21,2286.37,2202.21,2286.37,,4.13,23424267969.0,1802.82,,
2009-02-09,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2319.81,2358.87,2303.51,2351.28,,2.84,27921058797.0,2237.86,,
2009-02-10,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2341.69,2392.67,2322.58,2392.67,,1.76,25357389125.0,2044.76,,
2009-02-11,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2352.74,2436.98,2352.74,2396.88,,0.18,30392666024.0,2566.31,,
2009-02-12,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2402.12,2402.12,2325.83,2401.41,,0.19,25103036060.0,2096.79,,
2009-02-13,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2404.97,2486.68,2404.65,2484.37,,3.46,28689336855.0,2423.07,,
2009-02-16,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2507.51,2542.83,2477.66,2542.83,,2.35,30343946795.0,2611.2,,
2009-02-17,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2539.05,2545.49,2457.5,2457.5,,-3.36,28148831455.0,2453.05,,
2009-02-18,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2403.04,2443.83,2349.82,2351.26,,-4.32,22937846712.0,1975.4,,
2009-02-19,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2372.85,2399.62,2344.89,2382.71,,1.34,18661834953.0,1608.02,,
2009-02-20,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2386.12,2439.84,2372.55,2439.84,,2.4,18813216517.0,1647.36,,
2009-02-23,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2430.45,2520.37,2412.05,2512.42,,2.98,23161005546.0,2050.19,,
2009-02-24,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2479.65,2515.05,2403.45,2403.45,,-4.34,26914077680.0,2376.92,,
2009-02-25,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2426.83,2428.09,2336.96,2411.12,,0.32,22312412791.0,1988.48,,
2009-02-26,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2404.55,2433.83,2251.05,2275.22,,-5.64,21553846854.0,1881.42,,
2009-02-27,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2244.65,2255.4,2175.51,2196.87,,-3.44,17849399563.0,1441.54,,
2009-03-02,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2175.74,2241.05,2175.74,2231.85,,1.59,12794475597.0,1077.49,,
2009-03-03,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2175.7,2242.5,2173.65,2222.5,,-0.42,14282244417.0,1203.01,,
2009-03-04,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2230.4,2369.35,2230.4,2365.74,,6.45,21570889399.0,1852.05,,
2009-03-05,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2393.81,2416.86,2344.79,2385.69,,0.84,25198032438.0,2198.98,,
2009-03-06,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2341.05,2391.25,2341.05,2367.21,,-0.78,17438752287.0,1516.32,,
2009-03-09,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2380.35,2409.03,2271.14,2274.79,,-3.9,17498123974.0,1496.58,,
2009-03-10,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2247.27,2319.93,2241.79,2319.93,,1.99,11868429094.0,1001.82,,
2009-03-11,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2365.96,2365.96,2299.21,2302.72,,-0.74,14702016017.0,1270.75,,
2009-03-12,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2289.93,2302.14,2236.57,2302.14,,-0.03,12391214849.0,1038.52,,
2009-03-13,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2314.16,2331.48,2283.91,2287.8,,-0.62,11847637404.0,1028.02,,
2009-03-16,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2279.75,2324.82,2270.58,2323.47,,1.56,10481316768.0,896.92,,
2009-03-17,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2326.27,2411.76,2324.1,2407.27,,3.61,18647642527.0,1646.2,,
2009-03-18,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2419.51,2460.77,2418.42,2423.25,,0.66,21517071450.0,1892.99,,
2009-03-19,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2427.47,2475.2,2427.47,2475.2,,2.14,20745015131.0,1856.86,,
2009-03-20,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2480.94,2484.33,2435.79,2469.37,,-0.24,21800257500.0,1989.56,,
2009-03-23,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2472.85,2533.54,2470.97,2527.33,,2.35,23250537114.0,2206.63,,
2009-03-24,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2561.34,2562.91,2532.1,2541.95,,0.58,23195970502.0,2176.15,,
2009-03-25,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2526.56,2556.7,2485.92,2485.92,,-2.2,20415261566.0,1912.94,,
2009-03-26,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2489.58,2559.9,2463.98,2559.9,,2.98,21199996980.0,1967.47,,
2009-03-27,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2579.42,2594.61,2563.05,2580.21,,0.79,25385724292.0,2291.61,,
2009-03-30,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2582.46,2591.48,2564.79,2572.31,,-0.31,19468037866.0,1809.61,,
2009-03-31,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2522.74,2597.75,2509.5,2597.75,,0.99,19611540961.0,1880.52,,
2009-04-01,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2608.98,2655.75,2608.98,2639.59,,1.61,25478943617.0,2420.07,,
2009-04-02,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2649.74,2685.28,2649.74,2661.14,,0.82,26387941107.0,2498.58,,
2009-04-03,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2680.74,2689.16,2640.49,2649.79,,-0.43,24032328088.0,2295.69,,
2009-04-07,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2651.65,2674.01,2636.12,2665.37,,0.59,17794575458.0,1727.49,,
2009-04-08,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2653.62,2656.19,2568.45,2568.45,,-3.64,20616317529.0,1964.96,,
2009-04-09,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2565.24,2610.25,2546.4,2610.25,,1.63,16231168881.0,1562.02,,
2009-04-10,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2630.55,2691.62,2627.03,2691.62,,3.12,22730297739.0,2273.14,,
2009-04-13,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2716.17,2755.67,2716.17,2746.58,,2.04,27088650500.0,2706.94,,
2009-04-14,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2742.29,2779.36,2737.14,2775.99,,1.07,24092542969.0,2420.23,,
2009-04-15,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2761.85,2796.37,2733.08,2796.37,,0.73,26061643355.0,2581.51,,
2009-04-16,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2800.68,2813.19,2763.57,2799.77,,0.12,26916096678.0,2591.41,,
2009-04-17,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2789.25,2803.07,2736.2,2761.42,,-1.37,23073816483.0,2287.92,,
2009-04-20,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2753.6,2824.61,2753.6,2824.61,,2.29,21991815549.0,2105.86,,
2009-04-21,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2789.35,2816.89,2763.55,2800.45,,-0.86,24122111742.0,2307.44,,
2009-04-22,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2812.5,2834.35,2684.81,2685.06,,-4.12,26725404146.0,2538.52,,
2009-04-23,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2661.86,2709.37,2650.65,2702.75,,0.66,17498932388.0,1642.04,,
2009-04-24,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2714.2,2718.2,2681.99,2682.45,,-0.75,16271536103.0,1589.6,,
2009-04-27,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2677.06,2677.16,2601.84,2606.82,,-2.82,16031426800.0,1491.7,,
2009-04-28,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2585.52,2626.78,2585.52,2621.77,,0.57,13447030262.0,1315.12,,
2009-04-29,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2622.56,2706.99,2622.56,2703.4,,3.11,17711800436.0,1715.51,,
2009-04-30,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2714.2,2740.35,2712.03,2727.97,,0.91,18846822710.0,1834.17,,
2009-05-04,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2739.41,2821.33,2739.41,2821.33,,3.42,21671223958.0,2106.3,,
2009-05-05,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2840.14,2853.67,2824.84,2839.91,,0.66,22468574060.0,2189.81,,
2009-05-06,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2834.82,2880.99,2834.23,2880.15,,1.42,22931737252.0,2270.87,,
2009-05-07,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2897.39,2906.89,2835.98,2875.71,,-0.15,25934692999.0,2580.83,,
2009-05-08,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2860.32,2902.67,2839.42,2893.89,,0.63,23596863224.0,2313.25,,
2009-05-11,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2910.53,2928.85,2814.35,2814.35,,-2.75,25481929007.0,2499.04,,
2009-05-12,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2790.19,2880.44,2790.19,2880.44,,2.35,17406028413.0,1651.64,,
2009-05-13,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2884.19,2909.71,2869.47,2904.8,,0.85,20908757566.0,2111.25,,
2009-05-14,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2875.38,2902.71,2860.94,2893.23,,-0.4,18162261136.0,1802.4,,
2009-05-15,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2908.91,2916.48,2881.56,2902.92,,0.34,16383809465.0,1605.31,,
2009-05-18,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2891.85,2921.77,2848.73,2919.78,,0.58,16951260428.0,1697.46,,
2009-05-19,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2942.95,2954.9,2930.98,2948.83,,1.0,21450458748.0,2189.38,,
2009-05-20,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2951.58,2958.05,2924.23,2924.23,,-0.83,20223222338.0,2056.95,,
2009-05-21,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2907.13,2920.25,2858.22,2863.08,,-2.09,19823490000.0,2011.79,,
2009-05-22,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2847.77,2879.59,2838.26,2857.6,,-0.19,14240621393.0,1458.89,,
2009-05-25,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2795.34,2876.45,2784.52,2869.12,,0.4,16523884895.0,1716.02,,
2009-05-26,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2873.1,2886.3,2848.95,2849.31,,-0.69,17268472686.0,1816.77,,
2009-05-27,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2862.93,2884.25,2845.67,2877.98,,1.01,15029136663.0,1527.35,,
2009-06-01,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2912.25,2966.64,2912.25,2962.08,,2.92,20179443140.0,2172.37,,
2009-06-02,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2980.12,2991.67,2965.1,2972.05,,0.34,21473757999.0,2276.85,,
2009-06-03,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2971.92,3031.62,2971.92,3031.62,,2.0,21979408329.0,2303.18,,
2009-06-04,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3019.1,3046.79,2995.9,3039.71,,0.27,23887047709.0,2543.16,,
2009-06-05,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3049.8,3057.83,3025.08,3025.2,,-0.48,20761132952.0,2238.86,,
2009-06-08,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3024.31,3054.67,3002.1,3030.7,,0.18,18726036401.0,1996.57,,
2009-06-09,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3030.36,3044.49,2979.22,3044.49,,0.46,18788636705.0,1936.0,,
2009-06-10,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3054.44,3077.11,3054.44,3075.31,,1.01,20469435273.0,2060.35,,
2009-06-11,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3069.24,3083.94,3045.93,3049.77,,-0.83,18773981194.0,1893.93,,
2009-06-12,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3044.04,3057.03,2969.29,2990.85,,-1.93,17770317410.0,1772.93,,
2009-06-15,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2984.15,3046.43,2984.15,3046.43,,1.86,14694703360.0,1563.83,,
2009-06-16,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3023.64,3054.5,3020.61,3040.81,,-0.18,14273619168.0,1557.81,,
2009-06-17,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3039.78,3092.72,3020.89,3089.84,,1.61,16104390126.0,1747.88,,
2009-06-18,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3110.92,3131.49,3110.92,3130.47,,1.32,19518883359.0,2132.44,,
2009-06-19,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3138.42,3154.93,3121.75,3147.73,,0.55,21158079030.0,2189.62,,
2009-06-22,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3170.55,3172.71,3135.41,3141.73,,-0.19,20110551157.0,2109.68,,
2009-06-23,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3098.2,3167.79,3092.0,3139.99,,-0.06,19547394296.0,2017.5,,
2009-06-24,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3137.5,3176.69,3129.1,3176.69,,1.17,19384896600.0,2099.45,,
2009-06-25,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3181.08,3190.73,3167.4,3174.65,,-0.06,17102190811.0,1884.3,,
2009-06-26,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3182.03,3191.74,3170.52,3187.13,,0.39,15663259278.0,1678.3,,
2009-06-29,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3190.6,3231.35,3190.25,3229.27,,1.32,18293616321.0,1975.12,,
2009-06-30,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3238.87,3238.87,3205.41,3212.59,,-0.52,17731229035.0,2025.57,,
2009-07-01,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3201.42,3274.97,3201.42,3274.97,,1.94,19548429873.0,2196.98,,
2009-07-02,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3285.73,3316.67,3285.73,3316.67,,1.27,22667168791.0,2570.93,,
2009-07-03,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3292.58,3359.21,3292.58,3359.21,,1.28,22799887241.0,2566.81,,
2009-07-06,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3365.44,3396.71,3363.24,3394.32,,1.05,25438324746.0,2881.38,,
2009-07-07,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3388.61,3411.07,3361.2,3371.11,,-0.68,24552799721.0,2679.13,,
2009-07-08,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3341.5,3398.14,3311.09,3391.02,,0.59,21399276442.0,2416.01,,
2009-07-09,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3389.07,3441.92,3380.65,3441.92,,1.5,23805780517.0,2698.16,,
2009-07-10,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3445.1,3471.78,3435.18,3447.9,,0.17,23360210303.0,2633.08,,
2009-07-13,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3434.3,3461.15,3425.42,3430.72,,-0.5,22418741241.0,2540.38,,
2009-07-14,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3459.95,3514.65,3459.95,3514.65,,2.45,23187597784.0,2644.26,,
2009-07-15,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3526.6,3553.36,3526.6,3551.52,,1.05,27416733962.0,3166.35,,
2009-07-16,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3571.32,3592.43,3542.24,3552.11,,0.02,26868501930.0,3189.69,,
2009-07-17,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3549.73,3574.55,3539.52,3571.81,,0.56,23084677151.0,2705.63,,
2009-07-20,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3583.9,3643.13,3573.01,3640.8,,1.93,27979167910.0,3376.25,,
2009-07-21,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3650.62,3650.62,3577.26,3577.85,,-1.73,27528795976.0,3309.22,,
2009-07-22,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3571.01,3643.34,3571.01,3643.34,,1.83,23704743321.0,2940.28,,
2009-07-23,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3649.36,3685.93,3638.1,3685.93,,1.17,23798164466.0,2846.29,,
2009-07-24,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3703.78,3714.04,3617.66,3690.39,,0.12,26185493520.0,3182.24,,
2009-07-27,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3702.25,3762.93,3701.49,3762.93,,1.97,26698205385.0,3359.74,,
2009-07-28,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3764.97,3785.22,3734.17,3785.22,,0.59,28962388349.0,3595.82,,
2009-07-29,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3772.44,3786.0,3555.65,3575.59,,-5.54,32119856361.0,3830.74,,
2009-07-30,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3598.54,3658.85,3531.45,3640.82,,1.82,24848013557.0,2998.79,,
2009-07-31,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3671.99,3745.07,3647.69,3744.92,,2.86,25404199185.0,3105.3,,
2009-08-03,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3762.82,3806.28,3743.56,3805.8,,1.63,27436395495.0,3406.36,,
2009-08-04,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3818.29,3818.29,3750.53,3817.53,,0.31,29178696756.0,3623.61,,
2009-08-05,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3812.99,3827.12,3732.37,3787.1,,-0.8,27894975313.0,3473.17,,
2009-08-06,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3756.05,3785.13,3669.77,3716.64,,-1.86,24515165644.0,3145.07,,
2009-08-07,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3709.33,3730.76,3606.28,3607.86,,-2.93,21093804739.0,2656.04,,
2009-08-10,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3643.13,3652.89,3555.78,3610.55,,0.08,17374956107.0,2202.66,,
2009-08-11,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3623.97,3632.66,3584.31,3625.64,,0.42,13914648755.0,1754.69,,
2009-08-12,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3616.05,3616.05,3461.6,3461.81,,-4.52,18156012356.0,2240.4,,
2009-08-13,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3462.97,3503.93,3419.7,3494.98,,0.96,15799502172.0,1967.92,,
2009-08-14,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3492.96,3501.82,3378.48,3378.48,,-3.33,17175808815.0,2098.27,,
2009-08-17,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3321.33,3346.34,3164.37,3164.74,,-6.33,17188738911.0,1963.08,,
2009-08-18,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3134.78,3209.5,3114.85,3204.47,,1.26,14056824774.0,1584.68,,
2009-08-19,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3209.34,3211.51,3019.01,3044.72,,-4.99,15474375937.0,1718.27,,
2009-08-20,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3048.88,3171.94,3048.88,3171.94,,4.18,15052488475.0,1728.23,,
2009-08-21,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3163.63,3246.12,3156.63,3241.17,,2.18,17406121988.0,1967.61,,
2009-08-24,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3255.76,3293.77,3226.67,3281.76,,1.25,17287028077.0,2024.96,,
2009-08-25,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3263.7,3263.7,3100.01,3182.04,,-3.04,19915717061.0,2286.4,,
2009-08-26,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3157.51,3285.35,3157.51,3256.39,,2.34,18393503916.0,2108.56,,
2009-08-27,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3237.34,3299.99,3213.43,3255.57,,-0.03,19248130707.0,2133.43,,
2009-08-28,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3248.74,3250.59,3141.82,3149.91,,-3.25,16680890422.0,1896.86,,
2009-08-31,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3104.74,3104.74,2926.66,2927.96,,-7.05,16368182546.0,1798.97,,
2009-09-01,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2899.87,2983.79,2896.64,2930.15,,0.08,13386750076.0,1453.92,,
2009-09-02,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2911.81,2980.72,2911.81,2968.89,,1.32,11486085283.0,1248.37,,
2009-09-03,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,2974.5,3132.91,2974.5,3126.89,,5.32,17467005250.0,1942.69,,
2009-09-04,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3127.74,3175.12,3127.74,3161.49,,1.11,17730570986.0,2022.93,,
2009-09-07,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3180.69,3236.75,3180.69,3193.33,,1.01,18282785024.0,2123.5,,
2009-09-08,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3174.25,3257.9,3148.24,3257.9,,2.02,17953458375.0,2155.37,,
2009-09-09,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3271.21,3286.54,3235.39,3280.16,,0.68,18586839372.0,2295.33,,
2009-09-10,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3264.63,3284.64,3240.34,3248.23,,-0.97,14934187542.0,1750.69,,
2009-09-11,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3237.41,3329.76,3237.41,3319.71,,2.2,17123705749.0,2005.29,,
2009-09-14,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3329.93,3387.73,3325.07,3384.57,,1.95,20341841231.0,2352.61,,
2009-09-15,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3389.45,3422.2,3365.83,3402.12,,0.52,20622563679.0,2387.51,,
2009-09-16,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3390.8,3395.9,3322.89,3373.17,,-0.85,20927893359.0,2473.89,,
2009-09-17,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3414.21,3450.35,3405.19,3441.64,,2.03,22434250924.0,2599.9,,
2009-09-18,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3448.02,3450.06,3299.07,3321.82,,-3.48,23887928145.0,2710.91,,
2009-09-21,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3286.44,3345.12,3226.09,3344.64,,0.69,17469351834.0,2034.69,,
2009-09-22,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3333.15,3369.9,3264.44,3264.44,,-2.4,16948402550.0,2026.57,,
2009-09-23,000985,中证全指指数,中证全指,CSI All Share Index,CSI All Share,3259.76,3275.37,3169.69,3182.92,,-2.5,15025360418.0,1746.76,,
