day_position,date,phase,predictor,n,rankic,decile_spread,top30_mean,universe_mean,top30_minus_universe,ties_present,clock,seed
2675,2017-12-29,2,H,1894,-0.02306351733292879,-0.01279356498711634,-0.027308543336888154,0.0008167076231318023,-0.028125250960019957,False,1430,29
2435,2017-01-06,2,F,1447,0.15521140054354285,0.04769195377967764,0.04973434253964418,0.004455716058987193,0.04527862648065698,False,1430,47
2435,2017-01-06,2,H,1447,0.2048276036723751,0.059584704811135855,0.04562915415250852,0.004455716058987193,0.04117343809352132,False,1430,47
2440,2017-01-13,3,F,1448,0.15239402973955612,0.05129322680093335,0.07814544811068723,0.0035217414472197947,0.07462370666346743,False,1430,47
2440,2017-01-13,3,H,1448,0.18300446776419246,0.0533188468825756,0.09035328127599011,0.0035217414472197947,0.08683153982877032,False,1430,47
2445,2017-01-20,0,F,1458,0.28210200484025094,0.09088066428067296,0.1166344510546575,0.004913740236775776,0.11172071081788172,False,1430,47
2445,2017-01-20,0,H,1458,0.2648474033556838,0.08760079277264343,0.1279134602751583,0.004913740236775776,0.12299972003838251,False,1430,47
2450,2017-02-03,1,F,1497,0.3383710975923989,0.12398651390041118,0.15486742430366576,0.0003093954342716263,0.15455802886939413,False,1430,47
2450,2017-02-03,1,H,1497,0.32860438611385256,0.11558584409184604,0.15410287861401836,0.0003093954342716263,0.15379348317974673,False,1430,47
2455,2017-02-10,2,F,1491,0.3795703888480133,0.13704435411339078,0.12262113289907575,-0.001600661577273128,0.12422179447634887,False,1430,47
2455,2017-02-10,2,H,1491,0.3261046314593392,0.11032683925719575,0.10898768544817965,-0.001600661577273128,0.11058834702545277,False,1430,47
2460,2017-02-17,3,F,1487,0.26093363426896254,0.11372999144215419,0.12227348168380558,0.0016190537239583263,0.12065442795984725,False,1430,47
2460,2017-02-17,3,H,1487,0.20259984643535484,0.08463945716672194,0.08225400797091424,0.0016190537239583263,0.08063495424695591,False,1430,47
2465,2017-02-24,0,F,1503,0.11010651455229972,0.030464191486050063,0.04614049270749092,0.0025915259092164594,0.04354896679827446,True,1430,47
2465,2017-02-24,0,H,1503,0.06374332743697521,0.03328620994269538,0.04777060603567709,0.0025915259092164594,0.04517908012646064,False,1430,47
2470,2017-03-03,1,F,1551,0.07671348735606602,0.017911597502966142,0.021614638974036402,0.004463361834911193,0.01715127713912521,False,1430,47
2470,2017-03-03,1,H,1551,0.061704160311947816,0.017155580443983538,0.03747731758048758,0.004463361834911193,0.03301395574557638,False,1430,47
2475,2017-03-10,2,F,1536,0.07642129322530672,0.03588132983894587,0.021414018562063576,0.008248986970533187,0.01316503159153039,False,1430,47
2475,2017-03-10,2,H,1536,0.131906105028197,0.06700504657160339,0.02742569570740064,0.008248986970533187,0.019176708736867457,False,1430,47
2480,2017-03-17,3,F,1541,0.09865370377797247,0.04401249991308039,0.01722882225488623,0.0010412039608635839,0.016187618294022647,False,1430,47
2480,2017-03-17,3,H,1541,0.14670914750225522,0.07180622554279852,0.03749303835987424,0.0010412039608635839,0.03645183439901066,False,1430,47
2485,2017-03-24,0,F,1554,0.041224740101926255,0.04268040405511255,-0.012852402958863725,-0.0002858877961681411,-0.012566515162695585,False,1430,47
2485,2017-03-24,0,H,1554,0.08375676306708763,0.05126060393954357,0.0070648035034537315,-0.0002858877961681411,0.007350691299621873,True,1430,47
2490,2017-03-31,1,F,1592,-0.025219391870344703,0.01949774536890645,-0.030114606216860313,-0.004269191239425014,-0.0258454149774353,False,1430,47
2490,2017-03-31,1,H,1592,0.01349434261234096,0.028085188695805077,-0.0138001636058713,-0.004269191239425014,-0.009530972366446285,False,1430,47
2495,2017-04-11,2,F,1579,0.15969325400404544,0.0661152481319454,0.01914549667853862,-0.006571227050816162,0.025716723729354782,False,1430,47
2495,2017-04-11,2,H,1579,0.17621075126216654,0.06772938810042728,0.031214055473295352,-0.006571227050816162,0.037785282524111515,False,1430,47
2500,2017-04-18,3,F,1576,0.04073803553590723,-0.004425270731392566,0.01432498640109164,-0.00808502858753716,0.022410014988628803,False,1430,47
2500,2017-04-18,3,H,1576,0.03141276835903593,-0.000614119823491883,-0.003359925659606233,-0.00808502858753716,0.0047251029279309275,False,1430,47
2505,2017-04-25,0,F,1589,-0.05466701126444103,-0.023896573465818517,0.0005291801140022774,-0.0008771055887712317,0.0014062857027735093,False,1430,47
2505,2017-04-25,0,H,1589,-0.06696919667373619,-0.02653788316249258,-0.009315597634607304,-0.0008771055887712317,-0.008438492045836073,False,1430,47
2510,2017-05-03,1,F,1628,0.07030366139257194,0.05553066015371444,0.04331435952335596,-0.0012744605551680615,0.04458882007852402,False,1430,47
2510,2017-05-03,1,H,1628,0.07285438448443946,0.06250204220967494,0.012774329942961534,-0.0012744605551680615,0.014048790498129595,False,1430,47
2515,2017-05-10,2,F,1613,0.1345829516171266,0.09493318561902732,0.05001987302093767,-0.002195397383868013,0.05221527040480568,False,1430,47
2515,2017-05-10,2,H,1613,0.13990546898327078,0.10404950095903162,0.004218071413924917,-0.002195397383868013,0.00641346879779293,False,1430,47
2520,2017-05-17,3,F,1608,0.22692000627270625,0.10968521576737658,0.07116722256566087,0.002641776036640731,0.06852544652902014,False,1430,47
2520,2017-05-17,3,H,1608,0.218634236257347,0.1102197106454696,0.06542373574338853,0.002641776036640731,0.0627819597067478,False,1430,47
2525,2017-05-24,0,F,1614,0.16969526324144882,0.07142644656875594,0.024054765856514376,0.0029583136981513746,0.021096452158363,False,1430,47
2525,2017-05-24,0,H,1614,0.1608825655367511,0.06612073028024854,0.03735407399944961,0.0029583136981513746,0.034395760301298234,False,1430,47
2530,2017-06-02,1,F,1660,0.1845506924681196,0.06724035223875495,0.07637230814337576,0.005910958056718147,0.0704613500866576,False,1430,47
2530,2017-06-02,1,H,1660,0.18082333459984562,0.07012349316148657,0.04557622460803638,0.005910958056718147,0.03966526655131823,False,1430,47
2535,2017-06-09,2,F,1656,0.12219654238904575,0.046845967601146905,0.04356166928385695,0.008227767398318025,0.03533390188553892,False,1430,47
2535,2017-06-09,2,H,1656,0.13056370585280613,0.06001810364563646,0.05023693445449074,0.008227767398318025,0.04200916705617272,False,1430,47
2540,2017-06-16,3,F,1641,0.157732517687512,0.06554473037160678,0.04994272184558213,0.004699054028169307,0.04524366781741282,False,1430,47
2540,2017-06-16,3,H,1641,0.15711789399055548,0.07587078357613702,0.05228822946858903,0.004699054028169307,0.04758917544041972,False,1430,47
2545,2017-06-23,0,F,1641,0.1733027122182366,0.09194120172300821,0.027000741839098435,0.003616289670472541,0.023384452168625895,False,1430,47
2545,2017-06-23,0,H,1641,0.20582316686206764,0.10744525114986152,0.03317039445197831,0.003616289670472541,0.029554104781505768,False,1430,47
2550,2017-06-30,1,F,1682,0.18148886164473899,0.06679411056323997,0.021285079823186,0.0032675739755678055,0.018017505847618194,False,1430,47
2550,2017-06-30,1,H,1682,0.1870551483948037,0.07782484182548831,0.0451132335079213,0.0032675739755678055,0.041845659532353495,False,1430,47
2555,2017-07-07,2,F,1680,0.1744200184716214,0.05549512908362972,0.08531185042423507,0.0032621493507251995,0.08204970107350987,False,1430,47
2555,2017-07-07,2,H,1680,0.1720340188815057,0.06523095783493427,0.09313707458786666,0.0032621493507251995,0.08987492523714145,False,1430,47
2560,2017-07-14,3,F,1688,0.1975261286349618,0.07921776060716401,0.07733558272011579,0.00353862640143652,0.07379695631867926,False,1430,47
2560,2017-07-14,3,H,1688,0.1826626273751478,0.06675187359776048,0.07812373872535924,0.00353862640143652,0.07458511232392272,False,1430,47
2565,2017-07-21,0,F,1683,0.30025532222835544,0.10725230542933181,0.06448098354352018,0.00462529272805012,0.059855690815470056,False,1430,47
2565,2017-07-21,0,H,1683,0.26553122076243135,0.098789648948739,0.03589538736268878,0.00462529272805012,0.03127009463463866,False,1430,47
2570,2017-07-28,1,F,1730,0.3519406168504897,0.11474090038939726,0.07530062633256117,-0.002017895753558566,0.07731852208611974,False,1430,47
2570,2017-07-28,1,H,1730,0.330475934803576,0.10763989123500645,0.05886231850211819,-0.002017895753558566,0.06088021425567676,False,1430,47
2575,2017-08-04,2,F,1733,0.180541111362028,0.06900930764729345,0.05374978560333451,-0.0019944727153954553,0.055744258318729964,False,1430,47
2575,2017-08-04,2,H,1733,0.1481188942366368,0.03959092868490385,0.01995920113598307,-0.0019944727153954553,0.021953673851378527,False,1430,47
2580,2017-08-11,3,F,1724,0.0628515982255138,0.027705210275429593,0.048486736797106765,-0.0009291137198111089,0.049415850516917874,False,1430,47
2580,2017-08-11,3,H,1724,0.03932483061134482,0.01870427246704335,0.04970649244108548,-0.0009291137198111089,0.05063560616089659,False,1430,47
2585,2017-08-18,0,F,1732,0.07776927198981876,0.04776429610110374,0.02849054420366883,-0.002388226849323612,0.030878771052992443,False,1430,47
2585,2017-08-18,0,H,1732,0.06994885677469752,0.04553119069631675,0.02897205123056968,-0.002388226849323612,0.03136027807989329,False,1430,47
2590,2017-08-25,1,F,1774,0.08121576681756375,0.03959561704978936,-0.005970900474737088,-0.0021674267047423743,-0.0038034737699947133,False,1430,47
2590,2017-08-25,1,H,1774,0.0680859756846744,0.02785393407951125,0.00638129097254326,-0.0021674267047423743,0.008548717677285635,False,1430,47
2595,2017-09-01,2,F,1769,0.16043074628790066,0.08600586875615011,0.03955962291608254,0.004025724113781071,0.03553389880230147,False,1430,47
2595,2017-09-01,2,H,1769,0.15006446503859297,0.06607875999096988,0.029729158780537546,0.004025724113781071,0.025703434666756474,False,1430,47
2600,2017-09-08,3,F,1758,0.20934339543262184,0.11025065762834857,0.04707989366725087,0.004096511930743145,0.042983381736507724,False,1430,47
2600,2017-09-08,3,H,1758,0.20313433200098022,0.10395597843964684,0.06617242926731706,0.004096511930743145,0.062075917336573916,False,1430,47
2605,2017-09-15,0,F,1764,0.2684344522381348,0.10600508314415824,0.05075948177836835,0.0029735003904518627,0.04778598138791649,False,1430,47
2605,2017-09-15,0,H,1764,0.27211936124276737,0.10271731046007268,0.029010357381775976,0.0029735003904518627,0.026036856991324114,False,1430,47
2610,2017-09-22,1,F,1797,0.29337481114416974,0.10707675982759315,0.08780978797003627,0.005374906614903562,0.08243488135513272,False,1430,47
2610,2017-09-22,1,H,1797,0.28409496163500536,0.09342649869174935,0.061018351434419554,0.005374906614903562,0.05564344481951599,False,1430,47
2615,2017-09-29,2,F,1808,0.19348614257553043,0.06347982372099067,0.06873363995885787,0.004944891999195384,0.06378874795966248,False,1430,47
2615,2017-09-29,2,H,1808,0.1528244500505181,0.04303237802620667,0.05684407310521541,0.004944891999195384,0.05189918110602002,False,1430,47
2620,2017-10-13,3,F,1800,0.07856261070788531,0.010635256781016424,0.03145572887733579,0.003265768143458748,0.028189960733877042,True,1430,47
2620,2017-10-13,3,H,1800,0.04600562942560579,0.0013290644372722857,0.029739425004421113,0.003265768143458748,0.026473656860962366,False,1430,47
2625,2017-10-20,0,F,1813,0.024241372460678,0.0017847085682258703,0.010498554959970837,0.0058992634390515565,0.004599291520919281,False,1430,47
2625,2017-10-20,0,H,1813,0.01551416762551853,-0.0060780244690018526,-0.0010339438313773522,0.0058992634390515565,-0.006933207270428909,False,1430,47
2630,2017-10-27,1,F,1832,0.1301708229887192,0.06607645191860549,0.045403156411339296,0.008062931878942924,0.03734022453239637,False,1430,47
2630,2017-10-27,1,H,1832,0.10072325960581804,0.05400822462951873,0.03644055901095271,0.008062931878942924,0.028377627132009784,False,1430,47
2635,2017-11-03,2,F,1832,0.09075733131998673,0.030480271451813905,0.03531269623005452,0.00628652870963732,0.0290261675204172,False,1430,47
2635,2017-11-03,2,H,1832,0.10333811414155593,0.03712382151260514,0.04335087141371332,0.00628652870963732,0.037064342704076,False,1430,47
2640,2017-11-10,3,F,1814,0.01577843249974867,0.012817265809232559,0.03469498620058099,0.012150566266239114,0.022544419934341878,False,1430,47
2640,2017-11-10,3,H,1814,0.01002629670565924,0.013286669054168317,0.03352902928988139,0.012150566266239114,0.021378463023642276,False,1430,47
2645,2017-11-17,0,F,1820,0.11560039704167269,0.048278228986808766,0.011116210848558693,0.006845961098640276,0.0042702497499184176,False,1430,47
2645,2017-11-17,0,H,1820,0.09248387549425559,0.03911976859112306,-0.015743973715386043,0.006845961098640276,-0.022589934814026318,False,1430,47
2650,2017-11-24,1,F,1853,0.1466519328546193,0.054665843981343346,0.01722137446825703,0.006050486683983453,0.011170887784273578,False,1430,47
2650,2017-11-24,1,H,1853,0.1496270116710283,0.051292739878408614,0.02961916889374455,0.006050486683983453,0.023568682209761094,True,1430,47
2655,2017-12-01,2,F,1857,0.21297266572278237,0.07687655863288406,0.08942084600372861,0.0018260979575140932,0.08759474804621452,False,1430,47
2655,2017-12-01,2,H,1857,0.21890809692201812,0.08367410699185612,0.08155375010489176,0.0018260979575140932,0.07972765214737766,False,1430,47
2660,2017-12-08,3,F,1846,0.2000188527660728,0.06221111425720269,0.06491308495945608,0.0030417877538424193,0.061871297205613664,False,1430,47
2660,2017-12-08,3,H,1846,0.21215794720751463,0.07025416529287885,0.09555352152868485,0.0030417877538424193,0.09251173377484243,False,1430,47
2665,2017-12-15,0,F,1851,0.2358230358149774,0.09470165801042615,0.06359073529019951,-0.00016710989523477696,0.06375784518543429,True,1430,47
2665,2017-12-15,0,H,1851,0.27478286636101046,0.10675721524984928,0.10249389405362308,-0.00016710989523477696,0.10266100394885785,False,1430,47
2670,2017-12-22,1,F,1877,0.0908489457581797,0.02690280055630962,0.015703148006772003,-0.0037601079450771745,0.019463255951849178,False,1430,47
2670,2017-12-22,1,H,1877,0.13970289517521994,0.0503511747250702,0.07774993435790141,-0.0037601079450771745,0.08151004230297858,False,1430,47
2675,2017-12-29,2,F,1894,-0.11202068344211523,-0.062488599180209416,-0.0370036975092565,0.0008167076231318023,-0.0378204051323883,False,1430,47
2675,2017-12-29,2,H,1894,-0.025236262002106262,-0.014898625846379979,-0.01814552821839849,0.0008167076231318023,-0.018962235841530294,False,1430,47
2435,2017-01-06,2,F,1447,0.19481045954879267,0.049409052139354676,0.03756203606414298,0.0046477769799861774,0.03291425908415681,False,1445,11
2435,2017-01-06,2,H,1447,0.16864931324724922,0.05125578629541552,0.031206222566349123,0.0046477769799861774,0.026558445586362944,False,1445,11
2440,2017-01-13,3,F,1448,0.16245646153806384,0.0533427355296428,0.07765157404452717,0.003742939536383618,0.07390863450814356,False,1445,11
2440,2017-01-13,3,H,1448,0.1165259844696505,0.03623693003121136,0.05526138429025498,0.003742939536383618,0.051518444753871365,False,1445,11
2445,2017-01-20,0,F,1458,0.2790971249211629,0.09733551465464627,0.1321872239621977,0.0049287990127427125,0.127258424949455,False,1445,11
2445,2017-01-20,0,H,1458,0.2346073854839309,0.0883535191075523,0.1282083232110987,0.0049287990127427125,0.123279524198356,False,1445,11
2450,2017-02-03,1,F,1497,0.3249944946760788,0.11132905066197726,0.15171086446692547,0.00023268327504000896,0.15147818119188547,False,1445,11
2450,2017-02-03,1,H,1497,0.26695285289383874,0.09877663496010561,0.13026072276600947,0.00023268327504000896,0.13002803949096947,False,1445,11
2455,2017-02-10,2,F,1491,0.32428931325868376,0.11116643670490073,0.08763793343678117,-0.0015888958395914728,0.08922682927637264,False,1445,11
2455,2017-02-10,2,H,1491,0.2663700214131832,0.10219691367734449,0.10007525375112891,-0.0015888958395914728,0.10166414959072038,False,1445,11
2460,2017-02-17,3,F,1487,0.21693204300218824,0.097490154727672,0.14128656530131897,0.0014882295416011235,0.13979833575971784,False,1445,11
2460,2017-02-17,3,H,1487,0.15662380305722579,0.08056724905386423,0.13298157858662307,0.0014882295416011235,0.13149334904502194,False,1445,11
2465,2017-02-24,0,F,1503,0.10040932173672883,0.04083085363536763,0.08756649869804581,0.002447238450570979,0.08511926024747483,False,1445,11
2465,2017-02-24,0,H,1503,0.03961391888857353,0.03420991823698084,0.05644748307143648,0.002447238450570979,0.0540002446208655,False,1445,11
2470,2017-03-03,1,F,1551,0.07352501802692492,0.02520498463704679,0.044566451711580156,0.004688326271252927,0.039878125440327226,False,1445,11
2470,2017-03-03,1,H,1551,0.025653156818487358,0.0066456733547966,0.023207132099196316,0.004688326271252927,0.01851880582794339,False,1445,11
2475,2017-03-10,2,F,1536,0.15210800194019825,0.06853660196510544,0.007023300308113297,0.008067885946793751,-0.0010445856386804547,False,1445,11
2475,2017-03-10,2,H,1536,0.15573327386994842,0.06282885710668755,0.0160257217551892,0.008067885946793751,0.007957835808395448,False,1445,11
2480,2017-03-17,3,F,1541,0.1287014538094614,0.06665080918041481,-0.0016247832720788816,0.0008261486005553166,-0.0024509318726341984,False,1445,11
2480,2017-03-17,3,H,1541,0.1266187906029638,0.04967599761197585,-0.03557203326684733,0.0008261486005553166,-0.03639818186740265,False,1445,11
2485,2017-03-24,0,F,1554,0.06793586194393263,0.0598844378720969,-0.029438125792269905,-0.0006005721411588843,-0.02883755365111102,False,1445,11
2485,2017-03-24,0,H,1554,0.051890017120677416,0.033141988328087235,-0.009855065013592441,-0.0006005721411588843,-0.009254492872433557,False,1445,11
2490,2017-03-31,1,F,1592,-0.0009436716989062873,0.042537599489013755,-0.02120457396764929,-0.004346428872502739,-0.016858145095146552,False,1445,11
2490,2017-03-31,1,H,1592,-0.03235979416745288,0.02322254161703336,-0.0018481037851112584,-0.004346428872502739,0.0024983250873914804,False,1445,11
2495,2017-04-11,2,F,1579,0.17325233244499333,0.06438740618173983,-0.002468306402442977,-0.00655598109239372,0.004087674689950744,False,1445,11
2495,2017-04-11,2,H,1579,0.15544182298574358,0.05995468961395276,-0.008209452857651437,-0.00655598109239372,-0.0016534717652577167,False,1445,11
2500,2017-04-18,3,F,1576,0.03736119394566166,-0.009749286790833672,0.02875803705925743,-0.008185683253203147,0.03694372031246058,False,1445,11
2500,2017-04-18,3,H,1576,-0.010457876695898514,-0.016831604037196583,0.030918154725804926,-0.008185683253203147,0.03910383797900807,False,1445,11
2505,2017-04-25,0,F,1589,-0.07634923203817749,-0.026785909418161086,-0.0012736819839725892,-0.0007586585959262861,-0.0005150233880463031,False,1445,11
2505,2017-04-25,0,H,1589,-0.1272396644520547,-0.04326515091974837,-0.013174801304315528,-0.0007586585959262861,-0.012416142708389241,False,1445,11
2510,2017-05-03,1,F,1628,0.07662264983980374,0.0626096077075438,0.07292992095462977,-0.0009839416969421322,0.0739138626515719,False,1445,11
2510,2017-05-03,1,H,1628,0.03970400343075538,0.04530568444331746,0.08546828958205879,-0.0009839416969421322,0.08645223127900092,False,1445,11
2515,2017-05-10,2,F,1613,0.14772957202779444,0.10680482373211347,0.0770630062247316,-0.0021904830825405387,0.07925348930727213,False,1445,11
2515,2017-05-10,2,H,1613,0.11831474269393422,0.10530789849790889,0.05328017498056094,-0.0021904830825405387,0.055470658063101475,False,1445,11
2520,2017-05-17,3,F,1608,0.21485788156726754,0.1227403030192363,0.08296161144971848,0.0028389303331245335,0.08012268111659394,False,1445,11
2520,2017-05-17,3,H,1608,0.19849110151436028,0.11774015237751882,0.04895892426526795,0.0028389303331245335,0.046119993932143416,False,1445,11
2525,2017-05-24,0,F,1614,0.15408470733852025,0.05563562847921999,0.0007307387423982921,0.002905585655207913,-0.002174846912809621,False,1445,11
2525,2017-05-24,0,H,1614,0.1348086570507789,0.06344490219271393,0.003312980104359061,0.002905585655207913,0.00040739444915114786,True,1445,11
2530,2017-06-02,1,F,1660,0.15187485901923836,0.059301368346583685,0.020408120266317078,0.005839361500627738,0.01456875876568934,False,1445,11
2530,2017-06-02,1,H,1660,0.14392850023726284,0.052748481412726755,0.02792896997416392,0.005839361500627738,0.022089608473536183,False,1445,11
2535,2017-06-09,2,F,1656,0.11191770273629346,0.04324490707896819,0.012383881382023294,0.007949835473637808,0.004434045908385486,False,1445,11
2535,2017-06-09,2,H,1656,0.09084303038801986,0.04148723096833705,0.02371042032415668,0.007949835473637808,0.01576058485051887,False,1445,11
2540,2017-06-16,3,F,1641,0.1405912385817795,0.0737223953533763,0.06129512429858248,0.004396975662278545,0.056898148636303936,False,1445,11
2540,2017-06-16,3,H,1641,0.13188040809301604,0.07619969305818725,0.056304544272522135,0.004396975662278545,0.05190756861024359,False,1445,11
2545,2017-06-23,0,F,1641,0.20500527167124497,0.10494551461377385,0.05490587804621706,0.00370682665957006,0.051199051386647,False,1445,11
2545,2017-06-23,0,H,1641,0.19452466079281613,0.10297181927591914,0.06770667248250296,0.00370682665957006,0.0639998458229329,False,1445,11
2550,2017-06-30,1,F,1682,0.1935076792911917,0.07008564843722741,0.027927836550710104,0.003212392970254962,0.024715443580455142,False,1445,11
2550,2017-06-30,1,H,1682,0.17549877831474286,0.07022478120433377,0.04545217090441535,0.003212392970254962,0.04223977793416039,False,1445,11
2555,2017-07-07,2,F,1680,0.18529294708913538,0.07610532531232042,0.08600801260521014,0.003586897437159158,0.08242111516805098,False,1445,11
2555,2017-07-07,2,H,1680,0.15175139254635103,0.05860069713422231,0.09144009407609702,0.003586897437159158,0.08785319663893786,False,1445,11
2560,2017-07-14,3,F,1688,0.1942584384543903,0.07832230121199418,0.07458669353897372,0.0037345549299837404,0.07085213860898998,False,1445,11
2560,2017-07-14,3,H,1688,0.14382231671455756,0.05925212046956101,0.06124903140977646,0.0037345549299837404,0.057514476479792714,False,1445,11
2565,2017-07-21,0,F,1683,0.2541981510863694,0.09292544540983813,0.03583708447404206,0.004623631487527149,0.03121345298651491,True,1445,11
2565,2017-07-21,0,H,1683,0.23099832324430877,0.0874759490380668,0.03885107172342638,0.004623631487527149,0.034227440235899236,False,1445,11
2570,2017-07-28,1,F,1730,0.31708509417513797,0.10806923801977068,0.04053333184371392,-0.0020744492284614146,0.04260778107217533,False,1445,11
2570,2017-07-28,1,H,1730,0.28629251118686516,0.09468383852942884,0.020078592530141274,-0.0020744492284614146,0.02215304175860269,True,1445,11
2575,2017-08-04,2,F,1733,0.1369810977993278,0.0346983692278748,-0.0014670536174283674,-0.002528014636022379,0.0010609610185940118,False,1445,11
2575,2017-08-04,2,H,1733,0.12402109768939636,0.034689995191149,-0.008970221157263343,-0.002528014636022379,-0.006442206521240964,False,1445,11
2580,2017-08-11,3,F,1724,0.05862278432929458,0.0344548681779659,0.04218194974431147,-0.0006302072195851245,0.04281215696389659,False,1445,11
2580,2017-08-11,3,H,1724,0.04384820954492125,0.024230269867604324,0.033614142107156415,-0.0006302072195851245,0.03424434932674154,False,1445,11
2585,2017-08-18,0,F,1732,0.09010436701799146,0.03543963367365048,0.028827546319613855,-0.0024005901024045516,0.031228136422018406,True,1445,11
2585,2017-08-18,0,H,1732,0.04895379127599475,0.025355584679388123,0.03326204825813572,-0.0024005901024045516,0.03566263836054027,False,1445,11
2590,2017-08-25,1,F,1774,0.09315781844670443,0.0424590918514906,0.005542322061955929,-0.0021704356519090034,0.007712757713864932,False,1445,11
2590,2017-08-25,1,H,1774,0.06073637877182534,0.03156409420362711,0.0022398177223900955,-0.0021704356519090034,0.004410253374299099,True,1445,11
2595,2017-09-01,2,F,1769,0.16651511959750612,0.08955769020650968,0.05585978638070325,0.004210310148415223,0.05164947623228802,False,1445,11
2595,2017-09-01,2,H,1769,0.1555534531336633,0.0783957568291953,0.04991882205940783,0.004210310148415223,0.04570851191099261,False,1445,11
2600,2017-09-08,3,F,1758,0.2288858237222402,0.10993201327443655,0.07005609422922135,0.0039689394730870915,0.06608715475613426,False,1445,11
2600,2017-09-08,3,H,1758,0.20095995542895434,0.09530424479860812,0.057355985355873905,0.0039689394730870915,0.05338704588278681,False,1445,11
2605,2017-09-15,0,F,1764,0.28958300205895393,0.10612718321102543,0.044538225745782256,0.0031652242330504755,0.04137300151273178,False,1445,11
2605,2017-09-15,0,H,1764,0.26242459255068595,0.09471896099884444,0.032336583842212954,0.0031652242330504755,0.02917135960916248,False,1445,11
2610,2017-09-22,1,F,1797,0.3112570046119404,0.10599981173543344,0.09001241509492199,0.005428654585440357,0.08458376050948163,False,1445,11
2610,2017-09-22,1,H,1797,0.2850307027944672,0.09314189342460102,0.07921710930143794,0.005428654585440357,0.07378845471599758,False,1445,11
2615,2017-09-29,2,F,1808,0.19356725383437498,0.05752960677976565,0.054719397794300066,0.004798429348618134,0.04992096844568193,False,1445,11
2615,2017-09-29,2,H,1808,0.14850827647931136,0.05519625604016862,0.028465174662414938,0.004798429348618134,0.023666745313796804,False,1445,11
2620,2017-10-13,3,F,1800,0.08140052923884647,0.02400668341498305,0.028978929614337783,0.0031741863219836987,0.025804743292354083,False,1445,11
2620,2017-10-13,3,H,1800,0.044975672317594334,0.014110106905637724,0.030435261720170578,0.0031741863219836987,0.02726107539818688,False,1445,11
2625,2017-10-20,0,F,1813,0.04017942736351747,0.002584026613496553,0.03144992510788143,0.006029670488246513,0.025420254619634916,False,1445,11
2625,2017-10-20,0,H,1813,0.004627162419649947,-0.007235314659401261,0.011773477882767718,0.006029670488246513,0.005743807394521205,False,1445,11
2630,2017-10-27,1,F,1832,0.11544669390114369,0.052332704986669525,0.04185295125159125,0.007996179582617844,0.033856771668973405,False,1445,11
2630,2017-10-27,1,H,1832,0.0815230875815023,0.050092997381850426,0.027350068294132748,0.007996179582617844,0.019353888711514902,False,1445,11
2635,2017-11-03,2,F,1832,0.1295643435177946,0.051390937115132554,0.06328681969704728,0.006485992678347521,0.056800827018699755,False,1445,11
2635,2017-11-03,2,H,1832,0.09318133071834349,0.036460399754438294,0.04730166859614352,0.006485992678347521,0.040815675917796,False,1445,11
2640,2017-11-10,3,F,1814,0.060357148674564445,0.03397723242490313,-0.0068123020852605505,0.012111526665042189,-0.01892382875030274,False,1445,11
2640,2017-11-10,3,H,1814,0.020450231641686273,0.011161666200833927,-0.03427301713575919,0.012111526665042189,-0.046384543800801384,False,1445,11
2645,2017-11-17,0,F,1820,0.11047453542261686,0.04653206943204258,-0.019049108835558097,0.006595554628531498,-0.025644663464089595,False,1445,11
2645,2017-11-17,0,H,1820,0.07704314129300974,0.03352736677861885,-0.059011281654238704,0.006595554628531498,-0.0656068362827702,False,1445,11
2650,2017-11-24,1,F,1853,0.14292098512250426,0.04564205545647309,0.06530570681206882,0.005986283130666904,0.05931942368140192,False,1445,11
2650,2017-11-24,1,H,1853,0.1212479288863677,0.04760165425085122,0.031852126602704325,0.005986283130666904,0.025865843472037423,False,1445,11
2655,2017-12-01,2,F,1857,0.2108036171034665,0.07812577380918319,0.05878792505633707,0.0018774667428836202,0.056910458313453455,False,1445,11
2655,2017-12-01,2,H,1857,0.1964582421745022,0.08153932923797166,0.06210660089661057,0.0018774667428836202,0.06022913415372695,False,1445,11
2660,2017-12-08,3,F,1846,0.2096715052396664,0.07330724149474206,0.10640435774694197,0.0032099373469422514,0.10319442039999972,False,1445,11
2660,2017-12-08,3,H,1846,0.20452017910051465,0.08151039312044461,0.10547981442262729,0.0032099373469422514,0.10226987707568504,False,1445,11
2665,2017-12-15,0,F,1851,0.2895360766074979,0.10224255055686257,0.07747152528415123,-0.0003386122446041507,0.07781013752875537,False,1445,11
2665,2017-12-15,0,H,1851,0.2842236623172735,0.1011149162986643,0.08778379090751211,-0.0003386122446041507,0.08812240315211625,False,1445,11
2670,2017-12-22,1,F,1877,0.15563679537755468,0.05503397941792304,0.06472821164255341,-0.0037176950414019457,0.06844590668395535,False,1445,11
2670,2017-12-22,1,H,1877,0.1383228657680931,0.0524397141091279,0.08570106321324905,-0.0037176950414019457,0.089418758254651,False,1445,11
2675,2017-12-29,2,F,1894,0.015303906954871568,0.01885059142359606,-0.021555390146871408,0.0005969905947454799,-0.02215238074161689,False,1445,11
2675,2017-12-29,2,H,1894,-0.013944132941327955,0.0008754822993453926,0.018583522799114387,0.0005969905947454799,0.017986532204368907,False,1445,11
2435,2017-01-06,2,F,1447,0.22737550944368504,0.04922521414053133,0.028562400350347163,0.0046477769799861774,0.023914623370360984,False,1445,29
