day_position,date,phase,predictor,n,rankic,decile_spread,top30_mean,universe_mean,top30_minus_universe,ties_present,clock,seed
2435,2017-01-06,2,H,1447,0.2037057015281168,0.047385759303779196,0.06725184928315381,0.0046477769799861774,0.06260407230316763,False,1445,29
2440,2017-01-13,3,F,1448,0.20284976062773724,0.05450574525295653,0.0751336904708296,0.003742939536383618,0.07139075093444598,False,1445,29
2440,2017-01-13,3,H,1448,0.16173657440919417,0.05304174049726701,0.09134788095640639,0.003742939536383618,0.08760494142002277,False,1445,29
2445,2017-01-20,0,F,1458,0.30276858674238816,0.09442045011653982,0.11546101269001761,0.0049287990127427125,0.11053221367727491,False,1445,29
2445,2017-01-20,0,H,1458,0.28577567391542,0.0960658250063465,0.12414035980279246,0.0049287990127427125,0.11921156079004976,False,1445,29
2450,2017-02-03,1,F,1497,0.38179585218715706,0.12533595440335005,0.15293275313451887,0.00023268327504000896,0.15270006985947887,False,1445,29
2450,2017-02-03,1,H,1497,0.33399819422799965,0.11185024928960999,0.14707597456872462,0.00023268327504000896,0.14684329129368462,False,1445,29
2455,2017-02-10,2,F,1491,0.43878861632649235,0.14613504158629842,0.11677294466838552,-0.0015888958395914728,0.11836184050797699,False,1445,29
2455,2017-02-10,2,H,1491,0.30409417658948634,0.11335135520953096,0.1000436483261486,-0.0015888958395914728,0.10163254416574007,False,1445,29
2460,2017-02-17,3,F,1487,0.21983318662317516,0.09858416155554084,0.12032343167811632,0.0014882295416011235,0.1188352021365152,False,1445,29
2460,2017-02-17,3,H,1487,0.19578510508781136,0.08884258708948856,0.09430472943931818,0.0014882295416011235,0.09281649989771706,False,1445,29
2465,2017-02-24,0,F,1503,0.08466658419003566,0.035849751519611645,0.07292952927527949,0.002447238450570979,0.07048229082470851,False,1445,29
2465,2017-02-24,0,H,1503,0.05974188546724439,0.037536251982285954,0.06564156061892087,0.002447238450570979,0.0631943221683499,False,1445,29
2470,2017-03-03,1,F,1551,0.06902689018981499,0.025201255184337273,0.023646091499055426,0.004688326271252927,0.0189577652278025,False,1445,29
2470,2017-03-03,1,H,1551,0.03572677935880109,0.016612587006050988,0.01870763786913206,0.004688326271252927,0.014019311597879135,False,1445,29
2475,2017-03-10,2,F,1536,0.12039938374069373,0.056299507879956245,0.014463768627805015,0.008067885946793751,0.006395882681011263,False,1445,29
2475,2017-03-10,2,H,1536,0.14794281104101012,0.06687327394869427,0.015635129755052428,0.008067885946793751,0.0075672438082586765,False,1445,29
2480,2017-03-17,3,F,1541,0.12832062883800474,0.07930529389723942,-0.044169048006491116,0.0008261486005553166,-0.044995196607046435,False,1445,29
2480,2017-03-17,3,H,1541,0.14144235310035475,0.0704991023580456,0.04467697655782103,0.0008261486005553166,0.04385082795726571,False,1445,29
2485,2017-03-24,0,F,1554,0.060846540742934614,0.05005337546068815,-0.027093795147569228,-0.0006005721411588843,-0.026493223006410344,False,1445,29
2485,2017-03-24,0,H,1554,0.07110112679169975,0.0431942053762595,-0.0027376132862021525,-0.0006005721411588843,-0.0021370411450432683,False,1445,29
2490,2017-03-31,1,F,1592,0.0385530540176454,0.04160272401848877,-0.014219341205898673,-0.004346428872502739,-0.009872912333395933,False,1445,29
2490,2017-03-31,1,H,1592,0.0034487249682262984,0.03033651567632391,-0.023167333872212717,-0.004346428872502739,-0.018820904999709977,False,1445,29
2495,2017-04-11,2,F,1579,0.21520677840683616,0.08341065941947956,0.029369148718736447,-0.00655598109239372,0.03592512981113016,False,1445,29
2495,2017-04-11,2,H,1579,0.17568243225057376,0.067374390226783,0.01169178145743596,-0.00655598109239372,0.018247762549829682,False,1445,29
2500,2017-04-18,3,F,1576,0.07145014698694016,0.010346673684965542,0.026348223350942133,-0.008185683253203147,0.03453390660414528,False,1445,29
2500,2017-04-18,3,H,1576,0.01752181812245739,-0.02060443638441313,0.02840115100455781,-0.008185683253203147,0.03658683425776096,False,1445,29
2505,2017-04-25,0,F,1589,-0.013911578847124238,-0.00036689786519431694,-0.0015760768360147874,-0.0007586585959262861,-0.0008174182400885013,False,1445,29
2505,2017-04-25,0,H,1589,-0.09030762230556548,-0.03692664622629516,-0.016967867609734337,-0.0007586585959262861,-0.01620920901380805,False,1445,29
2510,2017-05-03,1,F,1628,0.13060318246285707,0.09956526559835766,0.0993417060157905,-0.0009839416969421322,0.10032564771273263,False,1445,29
2510,2017-05-03,1,H,1628,0.05873813902012091,0.053577172907858364,0.05761425855259101,-0.0009839416969421322,0.05859820024953314,False,1445,29
2515,2017-05-10,2,F,1613,0.0941194943802371,0.09867214494705148,0.05034754400451978,-0.0021904830825405387,0.05253802708706032,False,1445,29
2515,2017-05-10,2,H,1613,0.13624690096518144,0.10501552601301498,0.016443986259400845,-0.0021904830825405387,0.018634469341941386,False,1445,29
2520,2017-05-17,3,F,1608,0.14227581607999024,0.09115072957647499,0.05023839477604876,0.0028389303331245335,0.04739946444292423,False,1445,29
2520,2017-05-17,3,H,1608,0.22435822502546923,0.11885583856637821,0.058701483385326964,0.0028389303331245335,0.05586255305220243,False,1445,29
2525,2017-05-24,0,F,1614,0.09372064738852327,0.05608919277711376,0.004003269380700658,0.002905585655207913,0.0010976837254927448,False,1445,29
2525,2017-05-24,0,H,1614,0.15839391510437578,0.06603040433164215,0.04119659442718936,0.002905585655207913,0.03829100877198145,False,1445,29
2530,2017-06-02,1,F,1660,0.14534231830827046,0.05670643462631179,0.01599470430907483,0.005839361500627738,0.010155342808447092,False,1445,29
2530,2017-06-02,1,H,1660,0.18171848119419443,0.07268910147814242,0.04112040959298611,0.005839361500627738,0.035281048092358366,False,1445,29
2535,2017-06-09,2,F,1656,0.10294411646395805,0.044525139968997485,0.0015840296478321155,0.007949835473637808,-0.006365805825805693,False,1445,29
2535,2017-06-09,2,H,1656,0.13032042169289618,0.061739089362196284,0.03254092554561794,0.007949835473637808,0.02459109007198013,False,1445,29
2540,2017-06-16,3,F,1641,0.16127877226461687,0.06875185420819722,0.03784282874936859,0.004396975662278545,0.03344585308709004,False,1445,29
2540,2017-06-16,3,H,1641,0.14410550956854631,0.0719576074313919,0.04839838651629786,0.004396975662278545,0.04400141085401932,False,1445,29
2545,2017-06-23,0,F,1641,0.1958379051655318,0.09030771241296173,0.059305694055122635,0.00370682665957006,0.05559886739555257,False,1445,29
2545,2017-06-23,0,H,1641,0.19374832145892532,0.10752003356812964,0.031689346154841286,0.00370682665957006,0.027982519495271224,False,1445,29
2550,2017-06-30,1,F,1682,0.18013209021905846,0.06595167548290365,0.03816354509908706,0.003212392970254962,0.0349511521288321,False,1445,29
2550,2017-06-30,1,H,1682,0.1828246999563979,0.07867293714835319,0.0356071627077957,0.003212392970254962,0.03239476973754074,False,1445,29
2555,2017-07-07,2,F,1680,0.1510161973150197,0.060904848835456334,0.06528186791886886,0.003586897437159158,0.0616949704817097,False,1445,29
2555,2017-07-07,2,H,1680,0.16206022404547135,0.06555170162201171,0.08537835584332545,0.003586897437159158,0.08179145840616629,False,1445,29
2560,2017-07-14,3,F,1688,0.20095781271922147,0.08892555013222764,0.09671563077718019,0.0037345549299837404,0.09298107584719645,False,1445,29
2560,2017-07-14,3,H,1688,0.17989159696085788,0.07726877597451676,0.08620726103351141,0.0037345549299837404,0.08247270610352767,False,1445,29
2565,2017-07-21,0,F,1683,0.3115165014743801,0.13336076063335764,0.04569130786694586,0.004623631487527149,0.041067676379418716,False,1445,29
2565,2017-07-21,0,H,1683,0.2586229426079389,0.09245614405422418,0.05885226178991919,0.004623631487527149,0.05422863030239204,False,1445,29
2570,2017-07-28,1,F,1730,0.3190831414721652,0.10378741203286454,0.03484218989809354,-0.0020744492284614146,0.036916639126554955,False,1445,29
2570,2017-07-28,1,H,1730,0.3101516352790871,0.10589961093248842,0.04497164820010464,-0.0020744492284614146,0.04704609742856605,False,1445,29
2575,2017-08-04,2,F,1733,0.12757609811983053,0.04327318467468718,-0.002424058529625957,-0.002528014636022379,0.00010395610639642216,False,1445,29
2575,2017-08-04,2,H,1733,0.13457926627131034,0.03442389849850365,0.007146346481749788,-0.002528014636022379,0.009674361117772166,False,1445,29
2580,2017-08-11,3,F,1724,0.04040056676486477,0.027698601446646473,-0.0016657854818428557,-0.0006302072195851245,-0.0010355782622577313,False,1445,29
2580,2017-08-11,3,H,1724,0.04311596554563296,0.020870073694738474,0.023397362162359058,-0.0006302072195851245,0.024027569381944183,False,1445,29
2585,2017-08-18,0,F,1732,0.08731904327851879,0.04436423690413257,0.03620869017516573,-0.0024005901024045516,0.03860928027757028,False,1445,29
2585,2017-08-18,0,H,1732,0.05517078394461301,0.042722289554937606,0.0204563293295602,-0.0024005901024045516,0.022856919431964752,False,1445,29
2590,2017-08-25,1,F,1774,0.09360894653695047,0.0386608273684084,-0.0010607746429741383,-0.0021704356519090034,0.001109661008934865,False,1445,29
2590,2017-08-25,1,H,1774,0.0686773875790122,0.03532879403212502,0.016071511277308066,-0.0021704356519090034,0.01824194692921707,False,1445,29
2595,2017-09-01,2,F,1769,0.18200667814359245,0.08811505574364922,0.04692835700698197,0.004210310148415223,0.04271804685856674,False,1445,29
2595,2017-09-01,2,H,1769,0.14107483610827734,0.06981852184187368,0.023875712665418783,0.004210310148415223,0.01966540251700356,False,1445,29
2600,2017-09-08,3,F,1758,0.23585577881593414,0.10880919610083636,0.06271995175629855,0.0039689394730870915,0.05875101228321146,False,1445,29
2600,2017-09-08,3,H,1758,0.1936419961010031,0.1045228811245345,0.04321737716284891,0.0039689394730870915,0.039248437689761814,False,1445,29
2605,2017-09-15,0,F,1764,0.3169621456503686,0.11510965865057765,0.01742473019597431,0.0031652242330504755,0.014259505962923833,False,1445,29
2605,2017-09-15,0,H,1764,0.2540994144834312,0.10054588796099945,0.037300328615431984,0.0031652242330504755,0.03413510438238151,False,1445,29
2610,2017-09-22,1,F,1797,0.32996176729125276,0.11135568540088844,0.09143202183768154,0.005428654585440357,0.08600336725224118,False,1445,29
2610,2017-09-22,1,H,1797,0.2815682371673419,0.08709845388001003,0.06214577571178476,0.005428654585440357,0.0567171211263444,False,1445,29
2615,2017-09-29,2,F,1808,0.23181387426153283,0.08074029930155828,0.031813499638034655,0.004798429348618134,0.02701507028941652,False,1445,29
2615,2017-09-29,2,H,1808,0.1421465024621332,0.04414307179362772,0.04597305766850089,0.004798429348618134,0.04117462831988276,False,1445,29
2620,2017-10-13,3,F,1800,0.12880990601128786,0.03888128199469065,0.04620466106183206,0.0031741863219836987,0.04303047473984836,False,1445,29
2620,2017-10-13,3,H,1800,0.040438103015875415,0.0011261801570071842,0.03055929106970628,0.0031741863219836987,0.027385104747722582,False,1445,29
2625,2017-10-20,0,F,1813,0.09388240033677235,0.02060889773159571,0.02558367382735014,0.006029670488246513,0.019554003339103627,False,1445,29
2625,2017-10-20,0,H,1813,0.012521853292828709,-0.011003945881786412,0.00675628116975228,0.006029670488246513,0.0007266106815057675,True,1445,29
2630,2017-10-27,1,F,1832,0.1233433922987252,0.06241109603807607,0.025209995933497945,0.007996179582617844,0.017213816350880103,False,1445,29
2630,2017-10-27,1,H,1832,0.09585255515451167,0.053103668016287416,0.045640424452722074,0.007996179582617844,0.03764424487010423,False,1445,29
2635,2017-11-03,2,F,1832,0.16964059673301893,0.04747930007563367,0.06007400215603411,0.006485992678347521,0.05358800947768659,False,1445,29
2635,2017-11-03,2,H,1832,0.10621806509890334,0.044247199896143494,0.03014155407436192,0.006485992678347521,0.0236555613960144,False,1445,29
2640,2017-11-10,3,F,1814,0.09760479187876488,0.048002208592785006,0.04905526383469502,0.012111526665042189,0.03694373716965284,False,1445,29
2640,2017-11-10,3,H,1814,0.015533975146798927,0.009230887275899874,0.007571550272405148,0.012111526665042189,-0.004539976392637041,False,1445,29
2645,2017-11-17,0,F,1820,0.05963021077758161,0.022353084556436024,-0.03547011343762278,0.006595554628531498,-0.04206566806615428,False,1445,29
2645,2017-11-17,0,H,1820,0.06987501296701366,0.023089585641583244,-0.056011986918747425,0.006595554628531498,-0.06260754154727892,False,1445,29
2650,2017-11-24,1,F,1853,0.07715926394250969,0.0341361589154002,0.02444609043498834,0.005986283130666904,0.018459807304321438,False,1445,29
2650,2017-11-24,1,H,1853,0.13158182152274758,0.04499393310641706,0.01820959570662429,0.005986283130666904,0.012223312575957386,False,1445,29
2655,2017-12-01,2,F,1857,0.13600741574405484,0.042128584325011514,0.04505259020564457,0.0018774667428836202,0.04317512346276095,False,1445,29
2655,2017-12-01,2,H,1857,0.197351562491099,0.07539118344398417,0.06538813655885557,0.0018774667428836202,0.06351066981597195,False,1445,29
2660,2017-12-08,3,F,1846,0.20886775323972542,0.07068799375701929,0.08786322101950646,0.0032099373469422514,0.08465328367256421,False,1445,29
2660,2017-12-08,3,H,1846,0.21922870545091544,0.07723311302391306,0.11540019490639679,0.0032099373469422514,0.11219025755945454,False,1445,29
2665,2017-12-15,0,F,1851,0.3025382307581761,0.11116381942615466,0.09011088308567802,-0.0003386122446041507,0.09044949533028217,False,1445,29
2665,2017-12-15,0,H,1851,0.26455732151529066,0.1045692046767579,0.06802909833689531,-0.0003386122446041507,0.06836771058149946,False,1445,29
2670,2017-12-22,1,F,1877,0.1493096710021841,0.04244825047475689,0.06745817667494218,-0.0037176950414019457,0.07117587171634412,False,1445,29
2670,2017-12-22,1,H,1877,0.14264529002171747,0.0621806701617552,0.03139223658169309,-0.0037176950414019457,0.03510993162309504,False,1445,29
2675,2017-12-29,2,F,1894,-0.04838906194939207,-0.03067757005750315,0.015334275178611278,0.0005969905947454799,0.014737284583865798,False,1445,29
2675,2017-12-29,2,H,1894,0.0037642405410034897,0.003798804394026144,-0.0076948978317280614,0.0005969905947454799,-0.008291888426473541,False,1445,29
2435,2017-01-06,2,F,1447,0.1645329523464721,0.045433132476874666,0.05247510198848128,0.0046477769799861774,0.047827325008495104,False,1445,47
2435,2017-01-06,2,H,1447,0.1941023354604649,0.05241329875181894,0.039646688218878505,0.0046477769799861774,0.03499891123889233,False,1445,47
2440,2017-01-13,3,F,1448,0.15184259571663264,0.04760073560707194,0.08190386163381239,0.003742939536383618,0.07816092209742877,False,1445,47
2440,2017-01-13,3,H,1448,0.16229663286434684,0.047125306666809294,0.089125886419788,0.003742939536383618,0.08538294688340438,False,1445,47
2445,2017-01-20,0,F,1458,0.27913051888573986,0.09098241154730705,0.11783418466026584,0.0049287990127427125,0.11290538564752313,False,1445,47
2445,2017-01-20,0,H,1458,0.2737892019457778,0.09340700515192644,0.1149680644273758,0.0049287990127427125,0.11003926541463309,True,1445,47
2450,2017-02-03,1,F,1497,0.33724746208895373,0.12080925237016296,0.1563114209100604,0.00023268327504000896,0.1560787376350204,False,1445,47
2450,2017-02-03,1,H,1497,0.3311953437157116,0.11208049816078657,0.15114666673665245,0.00023268327504000896,0.15091398346161244,False,1445,47
2455,2017-02-10,2,F,1491,0.3613482250177387,0.13236382213536801,0.13077431522930663,-0.0015888958395914728,0.13236321106889812,False,1445,47
2455,2017-02-10,2,H,1491,0.29319084161481473,0.11099619850525694,0.10698240476970872,-0.0015888958395914728,0.10857130060930019,False,1445,47
2460,2017-02-17,3,F,1487,0.24870914501169938,0.1175741595690016,0.11596655244939029,0.0014882295416011235,0.11447832290778917,False,1445,47
2460,2017-02-17,3,H,1487,0.18401260029504757,0.08096195406274952,0.07714571021497249,0.0014882295416011235,0.07565748067337137,False,1445,47
2465,2017-02-24,0,F,1503,0.10540963360414056,0.028600155000652498,0.037893700110726056,0.002447238450570979,0.035446461660155075,False,1445,47
2465,2017-02-24,0,H,1503,0.0580543696300065,0.01492164745655221,0.028493115530970194,0.002447238450570979,0.026045877080399217,False,1445,47
2470,2017-03-03,1,F,1551,0.06991191410885883,0.0157642218297922,0.019581285674939865,0.004688326271252927,0.014892959403686939,False,1445,47
2470,2017-03-03,1,H,1551,0.04401230140632528,0.007396098189365734,0.013528363367853066,0.004688326271252927,0.00884003709660014,False,1445,47
2475,2017-03-10,2,F,1536,0.09624584621677239,0.04655886635368707,0.024691979532750943,0.008067885946793751,0.016624093585957192,False,1445,47
2475,2017-03-10,2,H,1536,0.13048425218126602,0.06155764609730777,0.04885322380190094,0.008067885946793751,0.04078533785510719,False,1445,47
2480,2017-03-17,3,F,1541,0.1048418800171793,0.05118249196467721,0.04450956183718517,0.0008261486005553166,0.04368341323662985,False,1445,47
2480,2017-03-17,3,H,1541,0.13780062331182555,0.06977406638812776,0.049341180016441895,0.0008261486005553166,0.048515031415886575,False,1445,47
2485,2017-03-24,0,F,1554,0.04586679577849039,0.03991038134066208,-0.014753177529200912,-0.0006005721411588843,-0.014152605388042028,False,1445,47
2485,2017-03-24,0,H,1554,0.07432645914290195,0.039900579676783135,-0.011198827593276898,-0.0006005721411588843,-0.010598255452118014,False,1445,47
2490,2017-03-31,1,F,1592,-0.013667383341928714,0.01790008004227618,-0.026261372425748657,-0.004346428872502739,-0.021914943553245917,False,1445,47
2490,2017-03-31,1,H,1592,0.018892505261761425,0.032159332074693535,-0.028443356708157806,-0.004346428872502739,-0.024096927835655067,True,1445,47
2495,2017-04-11,2,F,1579,0.16978529640394768,0.0704763112175665,0.02027180607741078,-0.00655598109239372,0.0268277871698045,True,1445,47
2495,2017-04-11,2,H,1579,0.18285984986748055,0.07069762649877709,0.033587107293230174,-0.00655598109239372,0.040143088385623894,False,1445,47
2500,2017-04-18,3,F,1576,0.041644300954821155,-0.0046827004029368095,0.0076009680982679125,-0.008185683253203147,0.01578665135147106,False,1445,47
2500,2017-04-18,3,H,1576,0.028830424173699493,-0.012850359381280643,-0.010494364130621155,-0.008185683253203147,-0.0023086808774180085,False,1445,47
2505,2017-04-25,0,F,1589,-0.05094999726178166,-0.034977542807103454,0.0056594084637860455,-0.0007586585959262861,0.006418067059712332,False,1445,47
2505,2017-04-25,0,H,1589,-0.06090828870805116,-0.030227700316261895,-0.02523395746635894,-0.0007586585959262861,-0.024475298870432653,False,1445,47
2510,2017-05-03,1,F,1628,0.06656964262902726,0.0528608816288689,0.032078011768559615,-0.0009839416969421322,0.033061953465501746,False,1445,47
2510,2017-05-03,1,H,1628,0.06354698181162508,0.06688703731565454,0.05350126394381126,-0.0009839416969421322,0.05448520564075339,False,1445,47
2515,2017-05-10,2,F,1613,0.14660392895728516,0.09900560836750227,0.04334148904308677,-0.0021904830825405387,0.045531972125627304,False,1445,47
2515,2017-05-10,2,H,1613,0.14204878905435533,0.10255325833329734,-0.0037857281044125558,-0.0021904830825405387,-0.0015952450218720171,False,1445,47
2520,2017-05-17,3,F,1608,0.22770226183104134,0.1009990745180403,0.08171483967453241,0.0028389303331245335,0.07887590934140788,False,1445,47
2520,2017-05-17,3,H,1608,0.2213388169890039,0.09961039357440313,0.05658070933228979,0.0028389303331245335,0.05374177899916526,False,1445,47
2525,2017-05-24,0,F,1614,0.16116753707887657,0.0683224803792909,0.038942992407949836,0.002905585655207913,0.036037406752741925,False,1445,47
2525,2017-05-24,0,H,1614,0.1534799783524262,0.05082054171201528,0.023656886909278304,0.002905585655207913,0.02075130125407039,False,1445,47
2530,2017-06-02,1,F,1660,0.1801513489838085,0.06738651939334646,0.0763129222788848,0.005839361500627738,0.07047356077825706,False,1445,47
2530,2017-06-02,1,H,1660,0.18441154444818694,0.07626453144998284,0.04987467785055439,0.005839361500627738,0.04403531634992665,False,1445,47
2535,2017-06-09,2,F,1656,0.11986372133997836,0.05137125068224233,0.04358452369148533,0.007949835473637808,0.035634688217847516,False,1445,47
2535,2017-06-09,2,H,1656,0.13510016310811823,0.06004198644465456,0.038676733368386826,0.007949835473637808,0.030726897894749017,False,1445,47
2540,2017-06-16,3,F,1641,0.15244282342597856,0.06574287736036306,0.04619226019519071,0.004396975662278545,0.04179528453291216,False,1445,47
2540,2017-06-16,3,H,1641,0.14751142792854469,0.07803077837409701,0.05726668092732628,0.004396975662278545,0.05286970526504774,False,1445,47
2545,2017-06-23,0,F,1641,0.18551284022483122,0.09680928686554204,0.03654136894425998,0.00370682665957006,0.03283454228468992,False,1445,47
2545,2017-06-23,0,H,1641,0.19760953212010035,0.1131377133225636,0.04276936415117234,0.00370682665957006,0.03906253749160228,False,1445,47
2550,2017-06-30,1,F,1682,0.18554956550164606,0.0689059341862698,0.02462482066669812,0.003212392970254962,0.021412427696443158,False,1445,47
2550,2017-06-30,1,H,1682,0.1826926859196518,0.0755619119895744,0.04108576020225883,0.003212392970254962,0.037873367232003866,False,1445,47
2555,2017-07-07,2,F,1680,0.17582329530911217,0.06131768849016745,0.09018520470708609,0.003586897437159158,0.08659830726992693,False,1445,47
2555,2017-07-07,2,H,1680,0.16885870596508248,0.06370226037376726,0.08635017505536477,0.003586897437159158,0.08276327761820561,False,1445,47
2560,2017-07-14,3,F,1688,0.20248951278571373,0.08261924493646283,0.07868634996314844,0.0037345549299837404,0.0749517950331647,False,1445,47
2560,2017-07-14,3,H,1688,0.1934827395555606,0.08231678439568939,0.06702505180922648,0.0037345549299837404,0.06329049687924274,False,1445,47
2565,2017-07-21,0,F,1683,0.2949761076498792,0.10435689269182885,0.055206762863478316,0.004623631487527149,0.05058313137595117,False,1445,47
2565,2017-07-21,0,H,1683,0.26910853216572883,0.10001083848510461,0.032730683824047445,0.004623631487527149,0.028107052336520295,False,1445,47
2570,2017-07-28,1,F,1730,0.34603485988908,0.11327425282175324,0.0717295126679043,-0.0020744492284614146,0.0738039618963657,False,1445,47
2570,2017-07-28,1,H,1730,0.3230219443874518,0.10112016275424156,0.05551913836970925,-0.0020744492284614146,0.05759358759817067,False,1445,47
2575,2017-08-04,2,F,1733,0.16281288771557154,0.06052569257811444,0.033421640507488824,-0.002528014636022379,0.0359496551435112,False,1445,47
2575,2017-08-04,2,H,1733,0.13625359277899052,0.035197659951572965,0.011472109897295014,-0.002528014636022379,0.014000124533317393,False,1445,47
2580,2017-08-11,3,F,1724,0.07239451715121792,0.02898075059073203,0.04652819412294775,-0.0006302072195851245,0.04715840134253287,False,1445,47
2580,2017-08-11,3,H,1724,0.04847754805168284,0.02422477348218943,0.04216189936269075,-0.0006302072195851245,0.04279210658227587,False,1445,47
2585,2017-08-18,0,F,1732,0.08089026444246122,0.04846241867598389,0.02876120349392295,-0.0024005901024045516,0.0311617935963275,False,1445,47
2585,2017-08-18,0,H,1732,0.07039197991665341,0.042488388220054185,0.022184341245641313,-0.0024005901024045516,0.024584931348045864,False,1445,47
2590,2017-08-25,1,F,1774,0.08223059007898756,0.03828621689739274,-0.008535877987742423,-0.0021704356519090034,-0.00636544233583342,False,1445,47
2590,2017-08-25,1,H,1774,0.06808730617336273,0.033582217906628256,0.016041177945832413,-0.0021704356519090034,0.018211613597741417,False,1445,47
2595,2017-09-01,2,F,1769,0.16450928338608994,0.08717142137910824,0.045562893028060596,0.004210310148415223,0.04135258287964537,False,1445,47
2595,2017-09-01,2,H,1769,0.14688347879785438,0.06733212453003613,0.03722059571494659,0.004210310148415223,0.033010285566531364,False,1445,47
2600,2017-09-08,3,F,1758,0.20526026869825134,0.1076819329769517,0.05198426817854245,0.0039689394730870915,0.04801532870545536,False,1445,47
2600,2017-09-08,3,H,1758,0.1899147937810317,0.1029708620585734,0.0703761654595534,0.0039689394730870915,0.06640722598646631,False,1445,47
2605,2017-09-15,0,F,1764,0.26298816972393363,0.10344774849099023,0.04815088695225616,0.0031652242330504755,0.044985662719205684,False,1445,47
2605,2017-09-15,0,H,1764,0.2545110347529929,0.09882613240518946,0.028528027438248196,0.0031652242330504755,0.02536280320519772,False,1445,47
2610,2017-09-22,1,F,1797,0.294795338602002,0.10283270377260387,0.08839507677281896,0.005428654585440357,0.08296642218737861,False,1445,47
2610,2017-09-22,1,H,1797,0.2781925648931531,0.0872419367656424,0.09327352515732248,0.005428654585440357,0.08784487057188213,False,1445,47
2615,2017-09-29,2,F,1808,0.18825061670180634,0.05533466615824081,0.05286102012032643,0.004798429348618134,0.0480625907717083,False,1445,47
2615,2017-09-29,2,H,1808,0.15118048421731228,0.04887683350534644,0.06102039183412368,0.004798429348618134,0.056221962485505546,True,1445,47
2620,2017-10-13,3,F,1800,0.07860774648387236,0.008620202459052154,0.021898020866016547,0.0031741863219836987,0.018723834544032848,False,1445,47
2620,2017-10-13,3,H,1800,0.0414330601130844,0.0006113705016711421,0.025324142972628274,0.0031741863219836987,0.022149956650644575,False,1445,47
2625,2017-10-20,0,F,1813,0.031125955883883033,0.006391502985311414,0.010197195472816627,0.006029670488246513,0.004167524984570114,False,1445,47
2625,2017-10-20,0,H,1813,0.018794365067804384,-0.0026413431164077922,-0.0032977843036254245,0.006029670488246513,-0.009327454791871937,False,1445,47
2630,2017-10-27,1,F,1832,0.11872229001152336,0.07108218400819288,0.04102637367323041,0.007996179582617844,0.033030194090612565,False,1445,47
2630,2017-10-27,1,H,1832,0.10694729445341218,0.06164673269960756,0.02711251553458472,0.007996179582617844,0.01911633595196688,False,1445,47
2635,2017-11-03,2,F,1832,0.09769119208234738,0.029741844020722195,0.03512651822529733,0.006485992678347521,0.028640525546949812,False,1445,47
2635,2017-11-03,2,H,1832,0.1126753803477208,0.048376959609010894,0.031423135614022615,0.006485992678347521,0.024937142935675095,False,1445,47
2640,2017-11-10,3,F,1814,0.035009241106121074,0.018217576584455206,0.021717349626123907,0.012111526665042189,0.009605822961081718,False,1445,47
2640,2017-11-10,3,H,1814,0.02757062901394865,0.011845806898894584,0.06208695924530427,0.012111526665042189,0.049975432580262075,False,1445,47
2645,2017-11-17,0,F,1820,0.10504975098407231,0.045573402351602545,0.026861884258687498,0.006595554628531498,0.020266329630156,False,1445,47
2645,2017-11-17,0,H,1820,0.07848259202489173,0.03567221467280863,-0.02843462930371364,0.006595554628531498,-0.035030183932245135,False,1445,47
2650,2017-11-24,1,F,1853,0.1512124595606938,0.056298780999369795,0.015635549486614764,0.005986283130666904,0.009649266355947862,False,1445,47
2650,2017-11-24,1,H,1853,0.13798352777783468,0.048182750660595734,0.026255749189294873,0.005986283130666904,0.02026946605862797,False,1445,47
2655,2017-12-01,2,F,1857,0.2091891463569738,0.07163985726794045,0.08103340431116521,0.0018774667428836202,0.07915593756828158,False,1445,47
2655,2017-12-01,2,H,1857,0.19618834294997164,0.07727566490144896,0.07660064996841053,0.0018774667428836202,0.0747231832255269,False,1445,47
2660,2017-12-08,3,F,1846,0.21282825527364427,0.06906874009513084,0.06349910215940327,0.0032099373469422514,0.06028916481246102,False,1445,47
2660,2017-12-08,3,H,1846,0.21415747352294442,0.07422162875255985,0.08475550900717886,0.0032099373469422514,0.08154557166023661,False,1445,47
2665,2017-12-15,0,F,1851,0.25597250361808194,0.09404199345358269,0.05218683981026213,-0.0003386122446041507,0.05252545205486628,False,1445,47
2665,2017-12-15,0,H,1851,0.2671991831086734,0.10369841385399922,0.07012902457887928,-0.0003386122446041507,0.07046763682348342,False,1445,47
2670,2017-12-22,1,F,1877,0.11280452422874614,0.03743812303963979,0.02305849933375915,-0.0037176950414019457,0.026776194375161093,False,1445,47
2670,2017-12-22,1,H,1877,0.13724405625257224,0.04838465442874763,0.03680299570163091,-0.0037176950414019457,0.040520690743032856,True,1445,47
2675,2017-12-29,2,F,1894,-0.06898960716934598,-0.042137813923459146,-0.03520692450304826,0.0005969905947454799,-0.035803915097793744,False,1445,47
2675,2017-12-29,2,H,1894,-0.0006163274217714862,-0.002733757881701446,0.005699525990833839,0.0005969905947454799,0.005102535396088359,False,1445,47
