clock,seed,STATE_VALUE_PLUS_E_minus_E,F_minus_STATE_VALUE_PLUS_E,BETA_ONLY_minus_H,BETA_RELIABILITY_minus_BETA_ONLY,E_minus_BETA_RELIABILITY
1430,11,0.0006919446209243713,0.001962725192769303,-0.011661754737555938,0.01818774706149331,-0.005158838150618975
1430,29,-0.001747426229665538,0.02726102420918722,0.0006459489827224162,0.012342799991819102,-0.00697336125105834
1430,47,0.00021407159759110684,0.0015829489136267355,0.007872625891876957,-0.00677147666212528,0.010853024878504858
