decision_id,decision_date,year,decision_clock,replay_segment_id,eligible_count,selected_count,oracle_count,selected_oracle_overlap_count,selected_oracle_overlap_share,selected_mean_h20_return,oracle_mean_h20_return,selection_gap_mean_h20_return,selected_median_opportunity_rank
14:45:20160217,2016-02-17,2016,14:45,2011_2020,864,30,30,1,0.033333333333333333,-0.028279685383925869,0.18888109750297499,-0.21716078288690085,351
14:30:20160224,2016-02-24,2016,14:30,2011_2020,882,30,30,0,0,0.023796935537406343,0.22904427158145851,-0.20524733604405218,439.5
14:45:20160224,2016-02-24,2016,14:45,2011_2020,879,30,30,0,0,0.02400471055979812,0.23050307950326665,-0.20649836894346854,441.5
14:30:20160302,2016-03-02,2016,14:30,2011_2020,847,30,30,0,0,0.060180760556193494,0.37010224093509858,-0.3099214803789051,569
14:45:20160302,2016-03-02,2016,14:45,2011_2020,843,30,30,0,0,0.066454214946743403,0.37537951032539957,-0.30892529537865615,439
14:30:20160309,2016-03-09,2016,14:30,2011_2020,642,30,30,1,0.033333333333333333,0.078873093340238551,0.45485224295005811,-0.37597914960981954,506
14:45:20160309,2016-03-09,2016,14:45,2011_2020,642,30,30,1,0.033333333333333333,0.082706726228493802,0.45267247500834018,-0.36996574877984639,494
14:30:20160316,2016-03-16,2016,14:30,2011_2020,871,30,30,2,0.066666666666666666,0.14009391433147539,0.44806040640693368,-0.30796649207545829,449
14:45:20160316,2016-03-16,2016,14:45,2011_2020,871,30,30,2,0.066666666666666666,0.14572354605580842,0.45635008010016431,-0.31062653404435592,479.5
14:30:20160323,2016-03-23,2016,14:30,2011_2020,883,30,30,0,0,-0.026117887340614723,0.26961016694708639,-0.2957280542877011,576.5
14:45:20160323,2016-03-23,2016,14:45,2011_2020,882,30,30,0,0,-0.037798263190059599,0.2465422134886574,-0.28434047667871698,620
14:30:20160330,2016-03-30,2016,14:30,2011_2020,868,30,30,0,0,-0.031072874996835011,0.22668563361116245,-0.25775850860799748,543.5
14:45:20160330,2016-03-30,2016,14:45,2011_2020,865,30,30,0,0,-0.033974241794962314,0.22468794609628398,-0.25866218789124629,558.5
14:30:20160407,2016-04-07,2016,14:30,2011_2020,645,30,30,1,0.033333333333333333,-0.058882566746698603,0.22517958068534197,-0.28406214743204056,474.5
14:45:20160407,2016-04-07,2016,14:45,2011_2020,645,30,30,1,0.033333333333333333,-0.071405124852200116,0.20555296747387922,-0.27695809232607932,495
14:30:20160414,2016-04-14,2016,14:30,2011_2020,885,30,30,1,0.033333333333333333,-0.12044290667810253,0.15308201846618663,-0.27352492514428917,472
14:45:20160414,2016-04-14,2016,14:45,2011_2020,884,30,30,0,0,-0.13086332695275479,0.14708328843944157,-0.27794661539219634,442
14:30:20160421,2016-04-21,2016,14:30,2011_2020,899,30,30,0,0,-0.085522732768779655,0.2203270612960147,-0.30584979406479434,546
14:45:20160421,2016-04-21,2016,14:45,2011_2020,899,30,30,0,0,-0.067804012348167644,0.24008305485555978,-0.30788706720372744,502
14:30:20160428,2016-04-28,2016,14:30,2011_2020,891,30,30,1,0.033333333333333333,-0.041303088734515499,0.25006606759482847,-0.29136915632934396,444
14:45:20160428,2016-04-28,2016,14:45,2011_2020,890,30,30,1,0.033333333333333333,-0.06156695218404673,0.24080454248986888,-0.30237149467391561,533
14:30:20160506,2016-05-06,2016,14:30,2011_2020,657,30,30,0,0,-0.010107258687079176,0.22246797529546886,-0.23257523398254804,306.5
14:45:20160506,2016-05-06,2016,14:45,2011_2020,657,30,30,0,0,-0.0014052973951867479,0.24547750841464058,-0.24688280580982733,335.5
14:30:20160513,2016-05-13,2016,14:30,2011_2020,892,30,30,0,0,-0.00042906796391980475,0.29383728068778775,-0.29426634865170753,536
14:45:20160513,2016-05-13,2016,14:45,2011_2020,892,30,30,0,0,0.0062100376022481384,0.3033555632217857,-0.29714552561953755,489.5
14:30:20160520,2016-05-20,2016,14:30,2011_2020,910,30,30,0,0,0.035258505383209654,0.42813798085936922,-0.39287947547615953,553.5
14:45:20160520,2016-05-20,2016,14:45,2011_2020,907,30,30,0,0,0.022717878269971785,0.40245008733902815,-0.37973220906905636,600
14:30:20160527,2016-05-27,2016,14:30,2011_2020,918,30,30,1,0.033333333333333333,0.06268019327306569,0.41850995353447523,-0.35582976026140956,534
14:45:20160527,2016-05-27,2016,14:45,2011_2020,918,30,30,1,0.033333333333333333,0.085516183605704135,0.41418967559481862,-0.3286734919891145,429.5
14:30:20160603,2016-06-03,2016,14:30,2011_2020,927,30,30,0,0,0.022587945978301917,0.3498303598954966,-0.32724241391719466,679.5
14:45:20160603,2016-06-03,2016,14:45,2011_2020,928,30,30,0,0,0.024483983114232822,0.33759054064506688,-0.31310655753083405,636.5
14:30:20160614,2016-06-14,2016,14:30,2011_2020,915,30,30,1,0.033333333333333333,0.13811443002006266,0.41246330467437387,-0.27434887465431124,393.5
14:45:20160614,2016-06-14,2016,14:45,2011_2020,912,30,30,1,0.033333333333333333,0.13584901711765079,0.40718664961645856,-0.27133763249880777,406
14:30:20160621,2016-06-21,2016,14:30,2011_2020,919,30,30,2,0.066666666666666666,0.090973162037449415,0.31031073020132283,-0.2193375681638734,350
14:45:20160621,2016-06-21,2016,14:45,2011_2020,917,30,30,1,0.033333333333333333,0.089304402530363564,0.32465491889758008,-0.23535051636721652,384.5
14:30:20160628,2016-06-28,2016,14:30,2011_2020,941,30,30,0,0,0.057171917824306188,0.27849487070676737,-0.22132295288246118,497
14:45:20160628,2016-06-28,2016,14:45,2011_2020,941,30,30,0,0,0.060981902611774809,0.28360193502782355,-0.22262003241604875,472.5
14:30:20160705,2016-07-05,2016,14:30,2011_2020,957,30,30,0,0,-0.035262387174193985,0.20220909135486081,-0.23747147852905481,489
14:45:20160705,2016-07-05,2016,14:45,2011_2020,958,30,30,0,0,-0.035149906214851083,0.20341232768164733,-0.23856223389649842,525.5
14:30:20160712,2016-07-12,2016,14:30,2011_2020,955,30,30,1,0.033333333333333333,-0.032045883732256315,0.23331365401747259,-0.26535953774972892,657.5
14:45:20160712,2016-07-12,2016,14:45,2011_2020,954,30,30,2,0.066666666666666666,-0.02298014073285801,0.23235494247646446,-0.25533508320932247,597
14:30:20160719,2016-07-19,2016,14:30,2011_2020,981,30,30,0,0,-0.011754999151669616,0.25786350992707674,-0.26961850907874635,628
14:45:20160719,2016-07-19,2016,14:45,2011_2020,981,30,30,0,0,-0.017459018496800014,0.25527183951747323,-0.27273085801427327,633
14:30:20160726,2016-07-26,2016,14:30,2011_2020,1003,30,30,1,0.033333333333333333,-0.01924012152294113,0.2230756553816545,-0.24231577690459563,659
14:45:20160726,2016-07-26,2016,14:45,2011_2020,1003,30,30,1,0.033333333333333333,-0.030083505869493141,0.21494300801291968,-0.24502651388241281,658.5
14:30:20160802,2016-08-02,2016,14:30,2011_2020,1018,30,30,1,0.033333333333333333,0.060761071230055815,0.2889099690744153,-0.22814889784435949,577.5
14:45:20160802,2016-08-02,2016,14:45,2011_2020,1018,30,30,0,0,0.051881643218406555,0.28905070596504923,-0.23716906274664268,541
14:30:20160809,2016-08-09,2016,14:30,2011_2020,1010,30,30,1,0.033333333333333333,0.039770642613526253,0.27558695988224152,-0.23581631726871527,460.5
14:45:20160809,2016-08-09,2016,14:45,2011_2020,1009,30,30,1,0.033333333333333333,0.041748476953360612,0.28338728886690756,-0.24163881191354694,411.5
14:30:20160816,2016-08-16,2016,14:30,2011_2020,1024,30,30,2,0.066666666666666666,0.013267379946851898,0.21480364512627992,-0.20153626517942802,365
14:45:20160816,2016-08-16,2016,14:45,2011_2020,1023,30,30,1,0.033333333333333333,0.0062377961783434801,0.21389704063520598,-0.20765924445686251,379
14:30:20160823,2016-08-23,2016,14:30,2011_2020,1053,30,30,2,0.066666666666666666,0.033373783325208545,0.27155729595064076,-0.23818351262543222,411.5
14:45:20160823,2016-08-23,2016,14:45,2011_2020,1053,30,30,2,0.066666666666666666,0.038293845566927748,0.27967000303196227,-0.24137615746503452,444
14:30:20160830,2016-08-30,2016,14:30,2011_2020,1073,30,30,2,0.066666666666666666,-0.012976259625621,0.22224892201112706,-0.23522518163674805,472
14:45:20160830,2016-08-30,2016,14:45,2011_2020,1073,30,30,2,0.066666666666666666,-0.011316462030311676,0.22010549210792976,-0.23142195413824143,460
14:30:20160906,2016-09-06,2016,14:30,2011_2020,1078,30,30,1,0.033333333333333333,0.015455490055077974,0.2448907633298725,-0.22943527327479452,464.5
14:45:20160906,2016-09-06,2016,14:45,2011_2020,1078,30,30,2,0.066666666666666666,0.014186308668837395,0.24203151138346132,-0.22784520271462394,473
14:30:20160913,2016-09-13,2016,14:30,2011_2020,1101,30,30,1,0.033333333333333333,0.046229903399659461,0.26900034318478755,-0.22277043978512809,551.5
14:45:20160913,2016-09-13,2016,14:45,2011_2020,1102,30,30,1,0.033333333333333333,0.052155608329921291,0.26330390594753578,-0.2111482976176145,480.5
14:30:20160922,2016-09-22,2016,14:30,2011_2020,1120,30,30,0,0,0.035783487050972292,0.31473873777346245,-0.27895525072249017,559
14:45:20160922,2016-09-22,2016,14:45,2011_2020,1120,30,30,0,0,0.036554080366792377,0.31611938418997992,-0.27956530382318756,518.5
14:30:20160929,2016-09-29,2016,14:30,2011_2020,1137,30,30,0,0,0.050679835659320702,0.35373623882283567,-0.30305640316351495,409.5
14:45:20160929,2016-09-29,2016,14:45,2011_2020,1136,30,30,0,0,0.051867282986907799,0.35269888779046199,-0.3008316048035542,397
14:30:20161013,2016-10-13,2016,14:30,2011_2020,1160,30,30,0,0,0.0050893093856136497,0.28216659082111062,-0.27707728143549698,721
14:45:20161013,2016-10-13,2016,14:45,2011_2020,1159,30,30,0,0,0.0069735935220182621,0.28072823428225047,-0.2737546407602322,782.5
14:30:20161020,2016-10-20,2016,14:30,2011_2020,1161,30,30,0,0,0.017053268284486722,0.33803466721553765,-0.32098139893105093,769.5
14:45:20161020,2016-10-20,2016,14:45,2011_2020,1160,30,30,0,0,0.011034245995822031,0.33626750690915119,-0.32523326091332916,831.5
14:30:20161027,2016-10-27,2016,14:30,2011_2020,1176,30,30,1,0.033333333333333333,0.017556183255949362,0.27859111087898919,-0.26103492762303981,797.5
14:45:20161027,2016-10-27,2016,14:45,2011_2020,1176,30,30,1,0.033333333333333333,0.016316621254130408,0.27439052352630167,-0.25807390227217125,769.5
14:30:20161103,2016-11-03,2016,14:30,2011_2020,1210,30,30,1,0.033333333333333333,0.0037489833324886312,0.28669292870982582,-0.28294394537733719,763
14:45:20161103,2016-11-03,2016,14:45,2011_2020,1210,30,30,0,0,-0.0040382180393765659,0.28722329161544097,-0.29126150965481751,794.5
14:30:20161110,2016-11-10,2016,14:30,2011_2020,1214,30,30,0,0,-0.021180592242435032,0.22279960991228337,-0.24398020215471841,601.5
14:45:20161110,2016-11-10,2016,14:45,2011_2020,1214,30,30,0,0,-0.02198154668276027,0.21860471325686634,-0.24058625993962662,575.5
14:30:20161117,2016-11-17,2016,14:30,2011_2020,1224,30,30,0,0,-0.12493796560196517,0.23293184183528257,-0.35786980743724772,959
14:45:20161117,2016-11-17,2016,14:45,2011_2020,1224,30,30,0,0,-0.12381629026766186,0.23716905862547669,-0.36098534889313855,996
14:30:20161124,2016-11-24,2016,14:30,2011_2020,1229,30,30,0,0,-0.073952539140948875,0.22476591229848739,-0.29871845143943626,730
14:45:20161124,2016-11-24,2016,14:45,2011_2020,1229,30,30,0,0,-0.076523870458636872,0.21795093337296909,-0.29447480383160596,833.5
14:30:20161201,2016-12-01,2016,14:30,2011_2020,1265,30,30,0,0,-0.074700055364454815,0.22127691520453763,-0.29597697056899241,783.5
14:45:20161201,2016-12-01,2016,14:45,2011_2020,1265,30,30,0,0,-0.074403687720372647,0.215684315023385,-0.29008800274375768,793.5
14:30:20161208,2016-12-08,2016,14:30,2011_2020,1254,30,30,0,0,-0.065713469639369609,0.26789267295766733,-0.33360614259703691,941
14:45:20161208,2016-12-08,2016,14:45,2011_2020,1254,30,30,0,0,-0.064871667516269119,0.26662181174417982,-0.33149347926044892,908
14:30:20161215,2016-12-15,2016,14:30,2011_2020,1250,30,30,0,0,-0.017197678398599047,0.26105076006534744,-0.27824843846394648,696
14:45:20161215,2016-12-15,2016,14:45,2011_2020,1248,30,30,0,0,-0.015707514977810495,0.25547575640301445,-0.27118327138082493,706
14:30:20161222,2016-12-22,2016,14:30,2011_2020,1260,30,30,0,0,-0.072539016967998568,0.2422372776549136,-0.31477629462291218,883.5
14:45:20161222,2016-12-22,2016,14:45,2011_2020,1260,30,30,0,0,-0.074922939596781341,0.24880037743633979,-0.32372331703312113,883
14:30:20161229,2016-12-29,2016,14:30,2011_2020,1298,30,30,1,0.033333333333333333,-0.050088686698225228,0.27296715560506968,-0.32305584230329493,769
14:45:20161229,2016-12-29,2016,14:45,2011_2020,1298,30,30,1,0.033333333333333333,-0.051015394393338485,0.27490680645188059,-0.32592220084521906,903
14:30:20170106,2017-01-06,2017,14:30,2011_2020,1305,30,30,0,0,-0.027103315121619932,0.28344795891365815,-0.3105512740352781,676
14:45:20170106,2017-01-06,2017,14:45,2011_2020,1305,30,30,0,0,-0.025019069533670647,0.28331349732903555,-0.30833256686270621,599.5
14:30:20170113,2017-01-13,2017,14:30,2011_2020,1311,30,30,1,0.033333333333333333,0.010343881952563786,0.26787923694988058,-0.25753535499731678,693
14:45:20170113,2017-01-13,2017,14:45,2011_2020,1311,30,30,1,0.033333333333333333,0.016198407068231845,0.27175619336090545,-0.25555778629267362,620.5
14:30:20170120,2017-01-20,2017,14:30,2011_2020,1307,30,30,0,0,0.064801029213020694,0.25166527568738417,-0.18686424647436348,552
14:45:20170120,2017-01-20,2017,14:45,2011_2020,1306,30,30,0,0,0.06215888239815541,0.24969027316296782,-0.1875313907648124,522.5
14:30:20170203,2017-02-03,2017,14:30,2011_2020,1355,30,30,3,0.10000000000000001,0.074526614184665968,0.23369800649018041,-0.15917139230551444,470.5
14:45:20170203,2017-02-03,2017,14:45,2011_2020,1355,30,30,2,0.066666666666666666,0.070770360884699957,0.23090422558682991,-0.16013386470212995,454.5
14:30:20170210,2017-02-10,2017,14:30,2011_2020,1338,30,30,0,0,0.021504038539576571,0.21432959240095473,-0.19282555386137815,608.5
14:45:20170210,2017-02-10,2017,14:45,2011_2020,1338,30,30,1,0.033333333333333333,0.029239895062471061,0.22247114513603006,-0.19323125007355899,619
14:30:20170217,2017-02-17,2017,14:30,2011_2020,1346,30,30,1,0.033333333333333333,0.073140464489959423,0.29482411301256461,-0.22168364852260519,291
14:45:20170217,2017-02-17,2017,14:45,2011_2020,1346,30,30,1,0.033333333333333333,0.07584719043860394,0.29405361422694354,-0.2182064237883396,281.5
14:30:20170224,2017-02-24,2017,14:30,2011_2020,1358,30,30,0,0,0.015477320541368474,0.24776915971747224,-0.23229183917610377,712
14:45:20170224,2017-02-24,2017,14:45,2011_2020,1357,30,30,0,0,0.010202785908991374,0.24739721882595944,-0.23719443291696807,838.5
14:30:20170303,2017-03-03,2017,14:30,2011_2020,1404,30,30,0,0,-0.032881438494944473,0.24823977839966377,-0.28112121689460823,833
14:45:20170303,2017-03-03,2017,14:45,2011_2020,1405,30,30,0,0,-0.034152225025422416,0.25771025401181086,-0.29186247903723328,875.5
14:30:20170310,2017-03-10,2017,14:30,2011_2020,1389,30,30,0,0,-0.041955125847388551,0.50235126290729126,-0.54430638875467985,996.5
14:45:20170310,2017-03-10,2017,14:45,2011_2020,1389,30,30,1,0.033333333333333333,-0.0068842725077868702,0.50418964396985266,-0.51107391647763956,936.5
14:30:20170317,2017-03-17,2017,14:30,2011_2020,1396,30,30,0,0,-0.098416458394091397,0.44943000566433255,-0.54784646405842397,1010
14:45:20170317,2017-03-17,2017,14:45,2011_2020,1395,30,30,0,0,-0.10704047026574771,0.43730295355126159,-0.54434342381700929,1084.5
14:30:20170324,2017-03-24,2017,14:30,2011_2020,1405,30,30,0,0,-0.0987665754827209,0.29593559961877264,-0.39470217510149352,715.5
14:45:20170324,2017-03-24,2017,14:45,2011_2020,1406,30,30,1,0.033333333333333333,-0.083413524110641971,0.2971489597876843,-0.38056248389832625,724.5
14:30:20170331,2017-03-31,2017,14:30,2011_2020,1434,30,30,1,0.033333333333333333,-0.062045648822373532,0.53503553134377024,-0.59708118016614375,929
14:45:20170331,2017-03-31,2017,14:45,2011_2020,1434,30,30,1,0.033333333333333333,-0.063868120518239022,0.52880242758163709,-0.59267054809987607,965.5
14:30:20170411,2017-04-11,2017,14:30,2011_2020,1403,30,30,2,0.066666666666666666,-0.12121308942644743,0.19618805926916869,-0.31740114869561609,741
14:45:20170411,2017-04-11,2017,14:45,2011_2020,1404,30,30,1,0.033333333333333333,-0.1312513301344716,0.18755813793505297,-0.31880946806952459,741
14:30:20170418,2017-04-18,2017,14:30,2011_2020,1420,30,30,0,0,-0.061468811935978605,0.23318002731466167,-0.29464883925064028,551.5
14:45:20170418,2017-04-18,2017,14:45,2011_2020,1421,30,30,1,0.033333333333333333,-0.053355170727984055,0.24424974570532992,-0.29760491643331399,581
14:30:20170425,2017-04-25,2017,14:30,2011_2020,1433,30,30,0,0,-0.069014162144732979,0.26096495536475361,-0.32997911750948661,716
14:45:20170425,2017-04-25,2017,14:45,2011_2020,1431,30,30,0,0,-0.071873543817420782,0.25551801245725247,-0.32739155627467326,759
14:30:20170503,2017-05-03,2017,14:30,2011_2020,1477,30,30,0,0,-0.1022265737896477,0.20202795364802742,-0.30425452743767512,937
14:45:20170503,2017-05-03,2017,14:45,2011_2020,1475,30,30,0,0,-0.099529922905204821,0.19815356343267265,-0.29768348633787745,941
14:30:20170510,2017-05-10,2017,14:30,2011_2020,1457,30,30,0,0,-0.0055463831113085503,0.27749292499812378,-0.28303930810943234,630.5
14:45:20170510,2017-05-10,2017,14:45,2011_2020,1458,30,30,0,0,-0.0048268053343118308,0.27794027713428782,-0.28276708246859966,645.5
14:30:20170517,2017-05-17,2017,14:30,2011_2020,1453,30,30,2,0.066666666666666666,-0.0062655330240357406,0.18401602198738123,-0.19028155501141697,838.5
14:45:20170517,2017-05-17,2017,14:45,2011_2020,1451,30,30,2,0.066666666666666666,-0.0056287985289342124,0.1827565610769333,-0.18838535960586753,849
14:30:20170524,2017-05-24,2017,14:30,2011_2020,1462,30,30,1,0.033333333333333333,0.012175097340276223,0.25415341407654418,-0.24197831673626796,889.5
14:45:20170524,2017-05-24,2017,14:45,2011_2020,1462,30,30,1,0.033333333333333333,0.013942523099154688,0.26188832497657527,-0.24794580187742057,939
14:30:20170602,2017-06-02,2017,14:30,2011_2020,1499,30,30,1,0.033333333333333333,0.056047482320706402,0.31841497119775025,-0.26236748887704386,805.5
14:45:20170602,2017-06-02,2017,14:45,2011_2020,1499,30,30,1,0.033333333333333333,0.064113543837046663,0.32078866405592898,-0.25667512021888234,915.5
14:30:20170609,2017-06-09,2017,14:30,2011_2020,1492,30,30,2,0.066666666666666666,0.044958540443519393,0.32878135287721194,-0.28382281243369256,869
14:45:20170609,2017-06-09,2017,14:45,2011_2020,1493,30,30,1,0.033333333333333333,0.032352770780728173,0.32023742595912758,-0.2878846551783994,879
14:30:20170616,2017-06-16,2017,14:30,2011_2020,1483,30,30,1,0.033333333333333333,-0.035123346170845018,0.27065712380834578,-0.30578046997919078,1110
14:45:20170616,2017-06-16,2017,14:45,2011_2020,1483,30,30,1,0.033333333333333333,-0.015892169176288228,0.27636928874526778,-0.292261457921556,1037.5
14:30:20170623,2017-06-23,2017,14:30,2011_2020,1482,30,30,0,0,-0.061528936971217404,0.42943655084561139,-0.49096548781682881,1146
14:45:20170623,2017-06-23,2017,14:45,2011_2020,1482,30,30,0,0,-0.066609599194702815,0.42115440052732228,-0.48776399972202511,1156.5
14:30:20170630,2017-06-30,2017,14:30,2011_2020,1518,30,30,0,0,-0.036522860211509557,0.41858603350792156,-0.45510889371943114,1060
14:45:20170630,2017-06-30,2017,14:45,2011_2020,1517,30,30,0,0,-0.040252164045656014,0.41380403563681739,-0.4540561996824734,1082
14:30:20170707,2017-07-07,2017,14:30,2011_2020,1515,30,30,0,0,-0.058546985876853613,0.35053369416950803,-0.40908068004636167,957.5
14:45:20170707,2017-07-07,2017,14:45,2011_2020,1513,30,30,1,0.033333333333333333,-0.048744801854600929,0.33699787624349692,-0.38574267809809787,1066
14:30:20170714,2017-07-14,2017,14:30,2011_2020,1526,30,30,1,0.033333333333333333,-0.0074980358121255032,0.33623959060353648,-0.34373762641566197,813.5
14:45:20170714,2017-07-14,2017,14:45,2011_2020,1525,30,30,2,0.066666666666666666,0.00083140083812224266,0.33655282150658328,-0.33572142066846106,594.5
14:30:20170721,2017-07-21,2017,14:30,2011_2020,1515,30,30,2,0.066666666666666666,0.076430351908919503,0.33517204130429218,-0.25874168939537268,358
14:45:20170721,2017-07-21,2017,14:45,2011_2020,1516,30,30,2,0.066666666666666666,0.073329039949255576,0.33214468778766887,-0.25881564783841327,479.5
14:30:20170728,2017-07-28,2017,14:30,2011_2020,1549,30,30,1,0.033333333333333333,0.047484372508871962,0.24991341324335595,-0.20242904073448398,390
14:45:20170728,2017-07-28,2017,14:45,2011_2020,1553,30,30,0,0,0.044141715824267153,0.25066831296865999,-0.20652659714439284,405
14:30:20170804,2017-08-04,2017,14:30,2011_2020,1564,30,30,0,0,0.071101771961983543,0.31879793776151805,-0.24769616579953452,356
14:45:20170804,2017-08-04,2017,14:45,2011_2020,1564,30,30,1,0.033333333333333333,0.079722567760997023,0.32081740371206025,-0.24109483595106324,352.5
14:30:20170811,2017-08-11,2017,14:30,2011_2020,1553,30,30,1,0.033333333333333333,0.092746878766729671,0.35778960760502987,-0.26504272883830021,338
14:45:20170811,2017-08-11,2017,14:45,2011_2020,1553,30,30,1,0.033333333333333333,0.097926644428331766,0.36022710253919649,-0.26230045811086472,336.5
14:30:20170818,2017-08-18,2017,14:30,2011_2020,1558,30,30,0,0,0.038905255453254697,0.34393968684185716,-0.30503443138860248,637
14:45:20170818,2017-08-18,2017,14:45,2011_2020,1558,30,30,0,0,0.03984270818208669,0.34132922186382136,-0.30148651368173468,667
14:30:20170825,2017-08-25,2017,14:30,2011_2020,1590,30,30,0,0,0.027687254571676249,0.33742449673263647,-0.30973724216096021,957.5
14:45:20170825,2017-08-25,2017,14:45,2011_2020,1590,30,30,0,0,0.031616908010367893,0.33453163265767999,-0.30291472464731212,749
14:30:20170901,2017-09-01,2017,14:30,2011_2020,1596,30,30,1,0.033333333333333333,0.017151197205429292,0.32361376120572954,-0.30646256400030025,644
14:45:20170901,2017-09-01,2017,14:45,2011_2020,1596,30,30,1,0.033333333333333333,0.013509933301173168,0.32239947173553868,-0.30888953843436551,611
14:30:20170908,2017-09-08,2017,14:30,2011_2020,1585,30,30,2,0.066666666666666666,0.05478401778333844,0.28021051142570913,-0.22542649364237069,447
14:45:20170908,2017-09-08,2017,14:45,2011_2020,1584,30,30,3,0.10000000000000001,0.04577574890485963,0.27909732857961639,-0.23332157967475675,523
14:30:20170915,2017-09-15,2017,14:30,2011_2020,1588,30,30,0,0,-0.0056456076028035852,0.24296089753391245,-0.24860650513671603,777
14:45:20170915,2017-09-15,2017,14:45,2011_2020,1588,30,30,0,0,0.0028937651654161881,0.24225375386872547,-0.23935998870330927,757.5
14:30:20170922,2017-09-22,2017,14:30,2011_2020,1609,30,30,0,0,0.01512220432793457,0.2509152546792312,-0.23579305035129663,602
14:45:20170922,2017-09-22,2017,14:45,2011_2020,1608,30,30,0,0,0.017953146386292886,0.24603596042205197,-0.22808281403575908,580.5
14:30:20170929,2017-09-29,2017,14:30,2011_2020,1618,30,30,1,0.033333333333333333,-0.041689163398509546,0.23419971692626121,-0.27588888032477077,672
14:45:20170929,2017-09-29,2017,14:45,2011_2020,1618,30,30,1,0.033333333333333333,-0.037519257942429891,0.23742312884964517,-0.27494238679207506,650
14:30:20171013,2017-10-13,2017,14:30,2011_2020,1623,30,30,0,0,-0.028889105100311188,0.26246223848899114,-0.29135134358930231,909.5
14:45:20171013,2017-10-13,2017,14:45,2011_2020,1622,30,30,0,0,-0.039883736164400517,0.26585901470786705,-0.30574275087226754,874
14:30:20171020,2017-10-20,2017,14:30,2011_2020,1623,30,30,0,0,-0.057709131762313154,0.28836028834434885,-0.34606942010666197,906.5
14:45:20171020,2017-10-20,2017,14:45,2011_2020,1623,30,30,0,0,-0.065626499223644899,0.27253218463115647,-0.33815868385480136,888.5
14:30:20171027,2017-10-27,2017,14:30,2011_2020,1642,30,30,1,0.033333333333333333,-0.079425321802919946,0.23091983975200053,-0.31034516155492048,910
14:45:20171027,2017-10-27,2017,14:45,2011_2020,1642,30,30,1,0.033333333333333333,-0.085272711163604784,0.22769188835596002,-0.31296459951956479,956
14:30:20171103,2017-11-03,2017,14:30,2011_2020,1646,30,30,0,0,-0.02729771047398118,0.28414851171295852,-0.31144622218693968,910
14:45:20171103,2017-11-03,2017,14:45,2011_2020,1646,30,30,0,0,-0.039600064160529129,0.27634015022226166,-0.3159402143827908,942
14:30:20171110,2017-11-10,2017,14:30,2011_2020,1625,30,30,0,0,-0.080034956730779136,0.17657079195964326,-0.25660574869042241,927.5
14:45:20171110,2017-11-10,2017,14:45,2011_2020,1623,30,30,0,0,-0.078157365795459649,0.17708604304959383,-0.25524340884505348,832
14:30:20171117,2017-11-17,2017,14:30,2011_2020,1631,30,30,1,0.033333333333333333,-0.020655753715825745,0.20595253828576202,-0.22660829200158777,753.5
14:45:20171117,2017-11-17,2017,14:45,2011_2020,1631,30,30,0,0,-0.03203295846502776,0.22337932348067779,-0.25541228194570553,991
14:30:20171124,2017-11-24,2017,14:30,2011_2020,1649,30,30,0,0,-0.010457194503052087,0.21769162571056874,-0.22814882021362082,736
14:45:20171124,2017-11-24,2017,14:45,2011_2020,1648,30,30,0,0,-0.006754404412799505,0.21746674340516209,-0.2242211478179616,761.5
14:30:20171201,2017-12-01,2017,14:30,2011_2020,1664,30,30,1,0.033333333333333333,-0.012066079787596292,0.22027911063299593,-0.23234519042059223,668.5
14:45:20171201,2017-12-01,2017,14:45,2011_2020,1663,30,30,1,0.033333333333333333,-0.013048520209171514,0.21780650369852525,-0.23085502390769677,587
14:30:20171208,2017-12-08,2017,14:30,2011_2020,1648,30,30,1,0.033333333333333333,0.018762474806292773,0.2757741225598323,-0.25701164775353952,913
14:45:20171208,2017-12-08,2017,14:45,2011_2020,1648,30,30,1,0.033333333333333333,0.017629577286476808,0.27531510936413212,-0.25768553207765532,964.5
14:30:20171215,2017-12-15,2017,14:30,2011_2020,1650,30,30,0,0,-0.023786934395072103,0.30580256689848234,-0.32958950129355447,959
14:45:20171215,2017-12-15,2017,14:45,2011_2020,1648,30,30,0,0,-0.029831444837103236,0.2907548009351662,-0.32058624577226946,957.5
14:30:20171222,2017-12-22,2017,14:30,2011_2020,1663,30,30,1,0.033333333333333333,0.011600273220129886,0.29980596894867495,-0.28820569572854504,1140.5
14:45:20171222,2017-12-22,2017,14:45,2011_2020,1662,30,30,1,0.033333333333333333,0.01825693563171038,0.30043234945306041,-0.28217541382135003,986
14:30:20171229,2017-12-29,2017,14:30,2011_2020,1675,30,30,0,0,-0.0080861231113176779,0.34413462181361804,-0.35222074492493571,857.5
14:45:20171229,2017-12-29,2017,14:45,2011_2020,1675,30,30,2,0.066666666666666666,-0.0028408983970610868,0.33925183236515366,-0.34209273076221475,1076
14:30:20180108,2018-01-08,2018,14:30,2011_2020,1646,30,30,0,0,-0.13562014303464345,0.26000363722038933,-0.39562378025503275,1016.5
14:45:20180108,2018-01-08,2018,14:45,2011_2020,1646,30,30,0,0,-0.15413444697717657,0.25600150433458657,-0.41013595131176317,1115.5
14:30:20180115,2018-01-15,2018,14:30,2011_2020,1654,30,30,1,0.033333333333333333,-0.092588022512330934,0.20689240923915417,-0.29948043175148509,781.5
