clock,seed,F_minus_E,E_minus_H,F_minus_H
1445,11,0.006259085999580917,0.011231127568658038,0.017490213568238957
1445,29,0.024732193766750003,0.0016871542788111057,0.02641934804556111
1445,47,-0.003998780136208841,0.017520182010106772,0.013521401873897932
