day_position,rankic_F,rankic_E,rankic_H,F_minus_E,E_minus_H,F_minus_H,year,phase,n
2680,0.1419219442378232,0.14179524156423942,0.11802647193239858,0.0001267026735837784,0.02376876963184084,0.023895472305424617,2018,3,1850
2685,0.2225019702804645,0.2504625069255903,0.1852775607507294,-0.027960536645125794,0.0651849461748609,0.0372244095297351,2018,0,1853
2690,0.18033544149366915,0.2008151018337583,0.15300802220864107,-0.020479660340089162,0.04780707962511724,0.027327419285028076,2018,1,1890
2695,0.24761632875580727,0.24422192438240015,0.22440144411101173,0.0033944043734071283,0.019820480271388413,0.02321488464479554,2018,2,1896
2700,0.28785202595719517,0.2795623227677792,0.2936437564666993,0.008289703189415965,-0.01408143369892012,-0.005791730509504156,2018,3,1890
2705,0.21727805524251703,0.1998613853599821,0.2508632678850509,0.01741666988253493,-0.05100188252506882,-0.03358521264253389,2018,0,1902
2710,0.23818074102148856,0.18451236600067833,0.12514211410050033,0.05366837502081023,0.059370251900178,0.11303862692098823,2018,1,1931
2715,0.2623942559254644,0.16960531296784406,0.11730069508407988,0.09278894295762033,0.052304617883764185,0.14509356084138453,2018,2,1952
2720,0.028074590382557652,-0.0661064093216528,-0.16902896019710792,0.09418099970421046,0.10292255087545511,0.19710355057966558,2018,3,1945
2725,0.07716206379159311,0.054072351780655115,-0.03495690736756496,0.023089712010938,0.08902925914822007,0.11211897115915807,2018,0,1945
2730,0.031402211889472086,0.07827005017582221,0.014652694903834234,-0.046867838286350126,0.06361735527198797,0.01674951698563785,2018,1,1985
2735,0.07888682676299602,0.08563986735040591,0.04994022739148238,-0.0067530405874098864,0.03569963995892353,0.028946599371513643,2018,2,2008
2740,0.05963589864615171,0.05883096234908956,0.04229602234215734,0.0008049362970621449,0.016534940006932224,0.01733987630399437,2018,3,1993
2745,0.14398985082857646,0.13552861136408698,0.1491781058725776,0.008461239464489484,-0.013649494508490623,-0.005188255044001139,2018,0,2000
2750,0.11484739135072536,0.10952631642107397,0.10705241752919929,0.005321074929651393,0.0024738988918746735,0.007794973821526066,2018,1,2034
2755,0.07781144160180262,0.07040330929399656,0.06753413631010939,0.007408132307806056,0.0028691729838871693,0.010277305291693226,2018,2,2059
2760,0.036057777971807266,0.022414083143401188,0.011586307131976085,0.013643694828406078,0.010827776011425103,0.02447147083983118,2018,3,2041
2765,0.04812468747676131,0.03320518009320868,0.031121534629373695,0.014919507383552633,0.002083645463834983,0.017003152847387615,2018,0,2033
2770,0.0019696355138315493,-0.01970852466163352,-0.031845662421005116,0.021678160175465068,0.012137137759371596,0.03381529793483667,2018,1,2068
2775,0.09309771722166474,0.08470019827471627,0.06181544568664611,0.00839751894694847,0.022884752588070156,0.03128227153501863,2018,2,2095
2780,0.075909857262251,0.08000999141509177,0.06289557519277592,-0.004100134152840773,0.017114416222315854,0.01301428206947508,2018,3,2083
2785,0.10835769280109127,0.11687548421495639,0.11002634565418182,-0.00851779141386512,0.00684913856077457,-0.0016686528530905492,2018,0,2090
2790,0.18650254306362238,0.18817674574847174,0.20163791887935212,-0.0016742026848493574,-0.013461173130880383,-0.01513537581572974,2018,1,2132
2795,0.07877806979365826,0.1542767690815563,0.18639650307622685,-0.07549869928789804,-0.03211973399467055,-0.10761843328256859,2018,2,2166
2800,0.14605834441065532,0.18519569066118888,0.20561380573613094,-0.039137346250533556,-0.020418115074942067,-0.05955546132547562,2018,3,2157
2805,0.13679368634083702,0.14147818962395106,0.18072571225701786,-0.004684503283114039,-0.0392475226330668,-0.04393202591618084,2018,0,2168
2810,0.04394367731328637,0.05148288873006124,0.06698464056006873,-0.007539211416774869,-0.015501751830007487,-0.023040963246782356,2018,1,2202
2815,0.007042425927503153,-0.001861342051501617,0.023485390446735283,0.00890376797900477,-0.0253467324982369,-0.01644296451923213,2018,2,2234
2820,0.2183098421957605,0.1727726649651838,0.21125086517437366,0.04553717723057671,-0.03847820020918988,0.007058977021386831,2018,3,2229
2825,0.1766458569079377,0.1551190645236973,0.14941402719721275,0.02152679238424038,0.005705037326484558,0.027231829710724936,2018,0,2223
2830,0.15628763942288795,0.13859426800891123,0.1419273721766341,0.017693371413976727,-0.0033331041677228668,0.01436026724625386,2018,1,2258
2835,0.12534629214207685,0.11012064354836558,0.1290432316508307,0.015225648593711269,-0.018922588102465124,-0.003696939508753855,2018,2,2284
2840,0.12234182473948257,0.11745138878761428,0.13539994631220287,0.004890435951868291,-0.017948557524588585,-0.013058121572720294,2018,3,2290
2845,0.07318342318290912,0.08470196116244788,0.08725063418612385,-0.011518537979538765,-0.0025486730236759653,-0.01406721100321473,2018,0,2289
2850,0.17699917674798848,0.1749173648528717,0.20250462948885678,0.0020818118951167752,-0.02758726463598507,-0.025505452740868295,2018,1,2326
2855,0.16353830628787713,0.15522548232105862,0.12556484611453722,0.008312823966818511,0.0296606362065214,0.03797346017333991,2018,2,2338
2860,0.14933646805039916,0.13522253698051492,0.14071192300235258,0.014113931069884234,-0.0054893860218376556,0.008624545048046578,2018,3,2338
2865,0.3917073646812865,0.4101068364892736,0.406236700655563,-0.018399471807987122,0.0038701358337105973,-0.014529335974276525,2018,0,2347
2870,0.38197053130745645,0.3442658449263443,0.31665297982888996,0.03770468638111213,0.027612865097454364,0.0653175514785665,2018,1,2385
2875,0.13804561067829219,0.15830896619994467,0.09418345334201,-0.020263355521652482,0.06412551285793466,0.04386215733628218,2018,2,2402
2880,0.05274585784717594,-7.421253284888798e-05,-0.06091580810405223,0.05282007038002483,0.06084159557120334,0.11366166595122817,2018,3,2404
2885,0.02248682700879048,0.007806535321603994,-0.017453127843954454,0.014680291687186486,0.025259663165558447,0.03993995485274493,2018,0,2425
2890,0.13889745048297025,0.12965983270482373,0.1320729339743783,0.009237617778146523,-0.002413101269554574,0.006824516508591949,2018,1,2448
2895,0.11927215248160102,0.10070941308442295,0.1197315325004687,0.018562739397178063,-0.019022119416045744,-0.00045938001886768054,2018,2,2458
