data_role,hypothesis_id,decision_clock,year,mean_in,mean_out,lift,aligned_with_expected_direction
development_material_pairing,H_INDUSTRY_DOWN,14:45,2012,0.0060279467426,0.00273221534466,0.00329573139795,False
development_material_pairing,H_INDUSTRY_DOWN,14:45,2013,0.00111923971225,-0.00165367143652,0.00277291114877,False
development_material_pairing,H_INDUSTRY_DOWN,14:45,2015,-0.0339276372087,0.00125237788461,-0.0351800150933,True
development_material_pairing,H_INDUSTRY_DOWN,14:45,2016,0.00264789346471,-0.00200501072212,0.00465290418683,False
development_listing_not_pass_evidence,H_INDEX_DOWN,14:30,2017,0.0414501710341,-0.0152493822674,0.0566995533016,False
development_listing_not_pass_evidence,H_INDEX_DOWN,14:45,2017,0.0406279985478,-0.0157790159984,0.0564070145462,False
development_listing_not_pass_evidence,H_INDUSTRY_SIDEWAYS,14:30,2017,-0.00273184273104,-0.00488269855504,0.002150855824,True
development_listing_not_pass_evidence,H_INDUSTRY_SIDEWAYS,14:45,2017,-0.0037972055499,-0.00419314081465,0.000395935264751,True
development_listing_not_pass_evidence,H_INDUSTRY_DOWN,14:30,2017,-0.00488269855504,-0.00273184273104,-0.002150855824,True
development_listing_not_pass_evidence,H_INDUSTRY_DOWN,14:45,2017,-0.00419314081465,-0.0037972055499,-0.000395935264751,True
consumed_repeat_comparison_no_retune,H_INDEX_UP,14:30,2019,0.00943624347736,0.00542949525685,0.0040067482205,True
consumed_repeat_comparison_no_retune,H_INDEX_UP,14:30,2020,0.0326063833218,0.0024485865732,0.0301577967486,True
consumed_repeat_comparison_no_retune,H_INDEX_UP,14:30,2021,0.00812293154271,0.0160537018878,-0.00793077034512,False
consumed_repeat_comparison_no_retune,H_INDEX_UP,14:30,2022,0.05353431783,-0.00791874857632,0.0614530664063,True
consumed_repeat_comparison_no_retune,H_INDEX_UP,14:30,2023,0.0396661086523,0.00504500457513,0.0346211040772,True
consumed_repeat_comparison_no_retune,H_INDEX_UP,14:30,2024,0.0641827173652,-0.00325814508503,0.0674408624502,True
consumed_repeat_comparison_no_retune,H_INDEX_UP,14:45,2019,0.0129047520161,0.00725032562792,0.00565442638817,True
consumed_repeat_comparison_no_retune,H_INDEX_UP,14:45,2020,0.0310624545306,0.00361443274529,0.0274480217853,True
consumed_repeat_comparison_no_retune,H_INDEX_UP,14:45,2021,0.0140908830224,0.016480037955,-0.00238915493257,False
consumed_repeat_comparison_no_retune,H_INDEX_UP,14:45,2022,0.0492483040087,-0.00643301974024,0.0556813237489,True
consumed_repeat_comparison_no_retune,H_INDEX_UP,14:45,2023,0.0376159463696,0.00410885715636,0.0335070892133,True
consumed_repeat_comparison_no_retune,H_INDEX_UP,14:45,2024,0.071875006178,-0.00219524765611,0.0740702538341,True
consumed_repeat_comparison_no_retune,H_INDEX_DOWN,14:30,2018,0.0237878572395,-0.039409490412,0.0631973476516,False
consumed_repeat_comparison_no_retune,H_INDEX_DOWN,14:30,2022,0.0408589479432,-0.0115289812396,0.0523879291828,False
consumed_repeat_comparison_no_retune,H_INDEX_DOWN,14:30,2024,0.0476205994063,-0.00668980773827,0.0543104071446,False
consumed_repeat_comparison_no_retune,H_INDEX_DOWN,14:45,2018,0.0249964625573,-0.0394225620748,0.064419024632,False
