day_position,F_minus_E,E_minus_H,F_minus_H
3180,0.00148108974931295,0.0213226573480307,0.022803747097343653
3185,0.0168625163749289,0.0304272717355554,0.0472897881104843
3190,0.04032757701028905,0.0612036438461522,0.10153122085644126
3195,0.0576621823069256,0.06417008126868551,0.12183226357561115
3200,-0.0173384260674425,0.0561275154554394,0.038789089387996856
3205,-0.0048262630879358,0.0705261815110286,0.0656999184230927
3210,0.01059970412322205,0.0052546686905181,0.01585437281374015
3215,0.0045456117742149,-0.0112595491598734,-0.0067139373856585
3220,0.01417114647032945,-0.045440642008153606,-0.03126949553782405
3225,0.0457569817942726,-0.0526284759037577,-0.00687149410948505
3230,0.04433064739187255,-0.041482045673060144,0.00284860171881235
3235,0.03624557208095285,-0.0160148813737839,0.020230690707168847
3240,0.0110039079318041,-0.0026852687351878,0.0083186391966163
3245,0.0105161178664072,-0.0057700993764398505,0.0047460184899673
3250,0.01144569161172795,-0.0053258106759112005,0.00611988093581675
3255,0.015141209506631101,-0.00864678734508005,0.006494422161551
3260,-0.0057611960343564,-0.008005819382003499,-0.013767015416359999
3265,0.0133368843428083,-0.01139325751974175,0.0019436268230664999
3270,0.0250589641639212,-0.0038250616146743,0.021233902549246897
3275,0.04843650670375655,0.0272724556991475,0.07570896240290415
3280,0.038702865975797,0.0130296552330031,0.0517325212088002
3285,0.0112005709596086,0.011571761026133349,0.022772331985741953
3290,0.023288144229000052,0.029821596253546696,0.0531097404825468
3295,0.02187873546882675,0.0375488392354631,0.0594275747042899
3300,0.046628577597735255,0.03331160166427055,0.07994017926200585
3305,0.0059809416333931505,0.01162927753264955,0.0176102191660427
3310,0.029436665119779652,0.034696031247797895,0.0641326963675776
3315,0.02091878094036605,0.0056123450112491495,0.0265311259516152
3320,0.02538234602793365,0.0038746925136284,0.02925703854156205
3325,0.0199643291985443,-0.0254746151773238,-0.0055102859787795
3330,0.00256430255550705,-0.0320794906972002,-0.02951518814169315
3335,0.01573776364811685,0.00234315250261005,0.018080916150726947
3340,0.0125456834258376,0.0046486163382589,0.0171942997640966
3345,0.0029055957719913003,0.00274548550897975,0.00565108128097115
3350,0.0027319180326773,0.01352740733014275,0.0162593253628201
3355,0.00878175984996275,-0.0011375413747477,0.00764421847521505
3360,0.0049936160749020995,0.00622965139092795,0.011223267465830099
3365,-0.0012512408990740498,-0.01770783281467045,-0.018959073713744452
3370,0.022373610357734497,-0.00276518259577295,0.0196084277619615
3375,0.0162049203917161,0.01278086925738265,0.0289857896490988
3380,0.0175057581044969,-0.00406323989161105,0.013442518212885852
3385,0.0024834926819913,0.011364377092966999,0.013847869774958398
